num_arms,n_arm,d1,d2,d3,d4,period_blocks,mu0,sigma,theta1,theta2,theta3,theta4,lambda0,lambda1,lambda2,lambda3,lambda4,trend,alpha,ci,smoothing_basis,basis_dim,gam_method,timetrend,hypothesis,study_arm,model,reject_h0,failed,nsim
4,250,0,250,500,750,2,0,1,0.25,0,0,0,-0.375,-0.375,-0.375,-0.375,-0.375,linear,0.025,FALSE,re,-1,GCV.Cp,EQ,H0,4,gam,0.013,0,1000
4,250,0,250,500,750,2,0,1,0.25,0,0,0,-0.375,-0.375,-0.375,-0.375,-0.375,linear,0.025,FALSE,gp,-1,GCV.Cp,EQ,H0,2,gam,0.023,0,1000
4,250,0,250,500,750,2,0,1,0.25,0,0,0,-0.375,-0.375,-0.375,-0.375,-0.375,linear,0.025,FALSE,gp,-1,GCV.Cp,EQ,H0,3,gam,0.024,0,1000
4,250,0,250,500,750,2,0,1,0.25,0,0,0,-0.375,-0.375,-0.375,-0.375,-0.375,linear,0.025,FALSE,gp,-1,GCV.Cp,EQ,H0,4,gam,0.023,0,1000
4,250,0,250,500,750,2,0,1,0.25,0,0,0,-0.25,-0.25,-0.25,-0.25,-0.25,linear,0.025,FALSE,tp,-1,GCV.Cp,EQ,H0,2,gam,0.018,0,1000
4,250,0,250,500,750,2,0,1,0.25,0,0,0,-0.25,-0.25,-0.25,-0.25,-0.25,linear,0.025,FALSE,tp,-1,GCV.Cp,EQ,H0,3,gam,0.01,0,1000
4,250,0,250,500,750,2,0,1,0.25,0,0,0,-0.25,-0.25,-0.25,-0.25,-0.25,linear,0.025,FALSE,tp,-1,GCV.Cp,EQ,H0,4,gam,0.021,0,1000
4,250,0,250,500,750,2,0,1,0.25,0,0,0,-0.25,-0.25,-0.25,-0.25,-0.25,linear,0.025,FALSE,cr,-1,GCV.Cp,EQ,H0,2,gam,0.018,0,1000
4,250,0,250,500,750,2,0,1,0.25,0,0,0,-0.25,-0.25,-0.25,-0.25,-0.25,linear,0.025,FALSE,cr,-1,GCV.Cp,EQ,H0,3,gam,0.022,0,1000
4,250,0,250,500,750,2,0,1,0.25,0,0,0,-0.25,-0.25,-0.25,-0.25,-0.25,linear,0.025,FALSE,cr,-1,GCV.Cp,EQ,H0,4,gam,0.019,0,1000
4,250,0,250,500,750,2,0,1,0.25,0,0,0,-0.25,-0.25,-0.25,-0.25,-0.25,linear,0.025,FALSE,ps,-1,GCV.Cp,EQ,H0,2,gam,0.023,0,1000
4,250,0,250,500,750,2,0,1,0.25,0,0,0,-0.25,-0.25,-0.25,-0.25,-0.25,linear,0.025,FALSE,ps,-1,GCV.Cp,EQ,H0,3,gam,0.036,0,1000
4,250,0,250,500,750,2,0,1,0.25,0,0,0,-0.25,-0.25,-0.25,-0.25,-0.25,linear,0.025,FALSE,ps,-1,GCV.Cp,EQ,H0,4,gam,0.034,0,1000
4,250,0,250,500,750,2,0,1,0.25,0,0,0,-0.25,-0.25,-0.25,-0.25,-0.25,linear,0.025,FALSE,re,-1,GCV.Cp,EQ,H0,2,gam,0.022,0,1000
4,250,0,250,500,750,2,0,1,0.25,0,0,0,-0.25,-0.25,-0.25,-0.25,-0.25,linear,0.025,FALSE,re,-1,GCV.Cp,EQ,H0,3,gam,0.014,0,1000
4,250,0,250,500,750,2,0,1,0.25,0,0,0,-0.25,-0.25,-0.25,-0.25,-0.25,linear,0.025,FALSE,re,-1,GCV.Cp,EQ,H0,4,gam,0.016,0,1000
4,250,0,250,500,750,2,0,1,0.25,0,0,0,-0.25,-0.25,-0.25,-0.25,-0.25,linear,0.025,FALSE,gp,-1,GCV.Cp,EQ,H0,2,gam,0.022,0,1000
4,250,0,250,500,750,2,0,1,0.25,0,0,0,-0.25,-0.25,-0.25,-0.25,-0.25,linear,0.025,FALSE,gp,-1,GCV.Cp,EQ,H0,3,gam,0.032,0,1000
4,250,0,250,500,750,2,0,1,0.25,0,0,0,-0.25,-0.25,-0.25,-0.25,-0.25,linear,0.025,FALSE,gp,-1,GCV.Cp,EQ,H0,4,gam,0.031,0,1000
4,250,0,250,500,750,2,0,1,0.25,0,0,0,-0.125,-0.125,-0.125,-0.125,-0.125,linear,0.025,FALSE,tp,-1,GCV.Cp,EQ,H0,2,gam,0.026,0,1000
4,250,0,250,500,750,2,0,1,0.25,0,0,0,-0.125,-0.125,-0.125,-0.125,-0.125,linear,0.025,FALSE,tp,-1,GCV.Cp,EQ,H0,3,gam,0.021,0,1000
4,250,0,250,500,750,2,0,1,0.25,0,0,0,-0.125,-0.125,-0.125,-0.125,-0.125,linear,0.025,FALSE,tp,-1,GCV.Cp,EQ,H0,4,gam,0.025,0,1000
4,250,0,250,500,750,2,0,1,0.25,0,0,0,-0.125,-0.125,-0.125,-0.125,-0.125,linear,0.025,FALSE,cr,-1,GCV.Cp,EQ,H0,2,gam,0.022,0,1000
4,250,0,250,500,750,2,0,1,0.25,0,0,0,-0.125,-0.125,-0.125,-0.125,-0.125,linear,0.025,FALSE,cr,-1,GCV.Cp,EQ,H0,3,gam,0.023,0,1000
4,250,0,250,500,750,2,0,1,0.25,0,0,0,-0.125,-0.125,-0.125,-0.125,-0.125,linear,0.025,FALSE,cr,-1,GCV.Cp,EQ,H0,4,gam,0.031,0,1000
4,250,0,250,500,750,2,0,1,0.25,0,0,0,-0.125,-0.125,-0.125,-0.125,-0.125,linear,0.025,FALSE,ps,-1,GCV.Cp,EQ,H0,2,gam,0.019,0,1000
4,250,0,250,500,750,2,0,1,0.25,0,0,0,-0.125,-0.125,-0.125,-0.125,-0.125,linear,0.025,FALSE,ps,-1,GCV.Cp,EQ,H0,3,gam,0.02,0,1000
4,250,0,250,500,750,2,0,1,0.25,0,0,0,-0.125,-0.125,-0.125,-0.125,-0.125,linear,0.025,FALSE,ps,-1,GCV.Cp,EQ,H0,4,gam,0.029,0,1000
4,250,0,250,500,750,2,0,1,0.25,0,0,0,-0.125,-0.125,-0.125,-0.125,-0.125,linear,0.025,FALSE,re,-1,GCV.Cp,EQ,H0,2,gam,0.021,0,1000
4,250,0,250,500,750,2,0,1,0.25,0,0,0,-0.125,-0.125,-0.125,-0.125,-0.125,linear,0.025,FALSE,re,-1,GCV.Cp,EQ,H0,3,gam,0.022,0,1000
4,250,0,250,500,750,2,0,1,0.25,0,0,0,-0.125,-0.125,-0.125,-0.125,-0.125,linear,0.025,FALSE,re,-1,GCV.Cp,EQ,H0,4,gam,0.013,0,1000
4,250,0,250,500,750,2,0,1,0.25,0,0,0,-0.125,-0.125,-0.125,-0.125,-0.125,linear,0.025,FALSE,gp,-1,GCV.Cp,EQ,H0,2,gam,0.031,0,1000
4,250,0,250,500,750,2,0,1,0.25,0,0,0,-0.125,-0.125,-0.125,-0.125,-0.125,linear,0.025,FALSE,gp,-1,GCV.Cp,EQ,H0,3,gam,0.018,0,1000
4,250,0,250,500,750,2,0,1,0.25,0,0,0,-0.125,-0.125,-0.125,-0.125,-0.125,linear,0.025,FALSE,gp,-1,GCV.Cp,EQ,H0,4,gam,0.037,0,1000
4,250,0,250,500,750,2,0,1,0.25,0,0,0,0,0,0,0,0,linear,0.025,FALSE,tp,-1,GCV.Cp,EQ,H0,2,gam,0.023,0,1000
4,250,0,250,500,750,2,0,1,0.25,0,0,0,0,0,0,0,0,linear,0.025,FALSE,tp,-1,GCV.Cp,EQ,H0,3,gam,0.031,0,1000
4,250,0,250,500,750,2,0,1,0.25,0,0,0,0,0,0,0,0,linear,0.025,FALSE,tp,-1,GCV.Cp,EQ,H0,4,gam,0.03,0,1000
4,250,0,250,500,750,2,0,1,0.25,0,0,0,0,0,0,0,0,linear,0.025,FALSE,cr,-1,GCV.Cp,EQ,H0,2,gam,0.027,0,1000
4,250,0,250,500,750,2,0,1,0.25,0,0,0,0,0,0,0,0,linear,0.025,FALSE,cr,-1,GCV.Cp,EQ,H0,3,gam,0.038,0,1000
4,250,0,250,500,750,2,0,1,0.25,0,0,0,0,0,0,0,0,linear,0.025,FALSE,cr,-1,GCV.Cp,EQ,H0,4,gam,0.026,0,1000
4,250,0,250,500,750,2,0,1,0.25,0,0,0,0,0,0,0,0,linear,0.025,FALSE,ps,-1,GCV.Cp,EQ,H0,2,gam,0.027,0,1000
4,250,0,250,500,750,2,0,1,0.25,0,0,0,0,0,0,0,0,linear,0.025,FALSE,ps,-1,GCV.Cp,EQ,H0,3,gam,0.027,0,1000
4,250,0,250,500,750,2,0,1,0.25,0,0,0,0,0,0,0,0,linear,0.025,FALSE,ps,-1,GCV.Cp,EQ,H0,4,gam,0.033,0,1000
4,250,0,250,500,750,2,0,1,0.25,0,0,0,0,0,0,0,0,linear,0.025,FALSE,re,-1,GCV.Cp,EQ,H0,2,gam,0.019,0,1000
4,250,0,250,500,750,2,0,1,0.25,0,0,0,0,0,0,0,0,linear,0.025,FALSE,re,-1,GCV.Cp,EQ,H0,3,gam,0.03,0,1000
4,250,0,250,500,750,2,0,1,0.25,0,0,0,0,0,0,0,0,linear,0.025,FALSE,re,-1,GCV.Cp,EQ,H0,4,gam,0.02,0,1000
4,250,0,250,500,750,2,0,1,0.25,0,0,0,0,0,0,0,0,linear,0.025,FALSE,gp,-1,GCV.Cp,EQ,H0,2,gam,0.03,0,1000
4,250,0,250,500,750,2,0,1,0.25,0,0,0,0,0,0,0,0,linear,0.025,FALSE,gp,-1,GCV.Cp,EQ,H0,3,gam,0.03,0,1000
4,250,0,250,500,750,2,0,1,0.25,0,0,0,0,0,0,0,0,linear,0.025,FALSE,gp,-1,GCV.Cp,EQ,H0,4,gam,0.021,0,1000
4,250,0,250,500,750,2,0,1,0.25,0,0,0,0.125,0.125,0.125,0.125,0.125,linear,0.025,FALSE,tp,-1,GCV.Cp,EQ,H0,2,gam,0.037,0,1000
4,250,0,250,500,750,2,0,1,0.25,0,0,0,0.125,0.125,0.125,0.125,0.125,linear,0.025,FALSE,tp,-1,GCV.Cp,EQ,H0,3,gam,0.029,0,1000
4,250,0,250,500,750,2,0,1,0.25,0,0,0,0.125,0.125,0.125,0.125,0.125,linear,0.025,FALSE,tp,-1,GCV.Cp,EQ,H0,4,gam,0.021,0,1000
4,250,0,250,500,750,2,0,1,0.25,0,0,0,0.125,0.125,0.125,0.125,0.125,linear,0.025,FALSE,cr,-1,GCV.Cp,EQ,H0,2,gam,0.02,0,1000
4,250,0,250,500,750,2,0,1,0.25,0,0,0,0.125,0.125,0.125,0.125,0.125,linear,0.025,FALSE,cr,-1,GCV.Cp,EQ,H0,3,gam,0.025,0,1000
4,250,0,250,500,750,2,0,1,0.25,0,0,0,0.125,0.125,0.125,0.125,0.125,linear,0.025,FALSE,cr,-1,GCV.Cp,EQ,H0,4,gam,0.03,0,1000
4,250,0,250,500,750,2,0,1,0.25,0,0,0,0.125,0.125,0.125,0.125,0.125,linear,0.025,FALSE,ps,-1,GCV.Cp,EQ,H0,2,gam,0.026,0,1000
4,250,0,250,500,750,2,0,1,0.25,0,0,0,0.125,0.125,0.125,0.125,0.125,linear,0.025,FALSE,ps,-1,GCV.Cp,EQ,H0,3,gam,0.031,0,1000
4,250,0,250,500,750,2,0,1,0.25,0,0,0,0.125,0.125,0.125,0.125,0.125,linear,0.025,FALSE,ps,-1,GCV.Cp,EQ,H0,4,gam,0.02,0,1000
4,250,0,250,500,750,2,0,1,0.25,0,0,0,0.125,0.125,0.125,0.125,0.125,linear,0.025,FALSE,re,-1,GCV.Cp,EQ,H0,2,gam,0.028,0,1000
4,250,0,250,500,750,2,0,1,0.25,0,0,0,0.125,0.125,0.125,0.125,0.125,linear,0.025,FALSE,re,-1,GCV.Cp,EQ,H0,3,gam,0.041,0,1000
4,250,0,250,500,750,2,0,1,0.25,0,0,0,0.125,0.125,0.125,0.125,0.125,linear,0.025,FALSE,re,-1,GCV.Cp,EQ,H0,4,gam,0.037,0,1000
4,250,0,250,500,750,2,0,1,0.25,0,0,0,0.125,0.125,0.125,0.125,0.125,linear,0.025,FALSE,gp,-1,GCV.Cp,EQ,H0,2,gam,0.015,0,1000
4,250,0,250,500,750,2,0,1,0.25,0,0,0,0.125,0.125,0.125,0.125,0.125,linear,0.025,FALSE,gp,-1,GCV.Cp,EQ,H0,3,gam,0.024,0,1000
4,250,0,250,500,750,2,0,1,0.25,0,0,0,0.125,0.125,0.125,0.125,0.125,linear,0.025,FALSE,gp,-1,GCV.Cp,EQ,H0,4,gam,0.022,0,1000
4,250,0,250,500,750,2,0,1,0.25,0,0,0,0.25,0.25,0.25,0.25,0.25,linear,0.025,FALSE,tp,-1,GCV.Cp,EQ,H0,2,gam,0.019,0,1000
4,250,0,250,500,750,2,0,1,0.25,0,0,0,0.25,0.25,0.25,0.25,0.25,linear,0.025,FALSE,tp,-1,GCV.Cp,EQ,H0,3,gam,0.03,0,1000
4,250,0,250,500,750,2,0,1,0.25,0,0,0,0.25,0.25,0.25,0.25,0.25,linear,0.025,FALSE,tp,-1,GCV.Cp,EQ,H0,4,gam,0.021,0,1000
4,250,0,250,500,750,2,0,1,0.25,0,0,0,0.25,0.25,0.25,0.25,0.25,linear,0.025,FALSE,cr,-1,GCV.Cp,EQ,H0,2,gam,0.02,0,1000
4,250,0,250,500,750,2,0,1,0.25,0,0,0,0.25,0.25,0.25,0.25,0.25,linear,0.025,FALSE,cr,-1,GCV.Cp,EQ,H0,3,gam,0.026,0,1000
4,250,0,250,500,750,2,0,1,0.25,0,0,0,0.25,0.25,0.25,0.25,0.25,linear,0.025,FALSE,cr,-1,GCV.Cp,EQ,H0,4,gam,0.023,0,1000
4,250,0,250,500,750,2,0,1,0.25,0,0,0,0.25,0.25,0.25,0.25,0.25,linear,0.025,FALSE,ps,-1,GCV.Cp,EQ,H0,2,gam,0.021,0,1000
4,250,0,250,500,750,2,0,1,0.25,0,0,0,0.25,0.25,0.25,0.25,0.25,linear,0.025,FALSE,ps,-1,GCV.Cp,EQ,H0,3,gam,0.024,0,1000
4,250,0,250,500,750,2,0,1,0.25,0,0,0,0.25,0.25,0.25,0.25,0.25,linear,0.025,FALSE,ps,-1,GCV.Cp,EQ,H0,4,gam,0.025,0,1000
4,250,0,250,500,750,2,0,1,0.25,0,0,0,0.25,0.25,0.25,0.25,0.25,linear,0.025,FALSE,re,-1,GCV.Cp,EQ,H0,2,gam,0.03,0,1000
4,250,0,250,500,750,2,0,1,0.25,0,0,0,0.25,0.25,0.25,0.25,0.25,linear,0.025,FALSE,re,-1,GCV.Cp,EQ,H0,3,gam,0.043,0,1000
4,250,0,250,500,750,2,0,1,0.25,0,0,0,0.25,0.25,0.25,0.25,0.25,linear,0.025,FALSE,re,-1,GCV.Cp,EQ,H0,4,gam,0.058,0,1000
4,250,0,250,500,750,2,0,1,0.25,0,0,0,0.25,0.25,0.25,0.25,0.25,linear,0.025,FALSE,gp,-1,GCV.Cp,EQ,H0,2,gam,0.023,0,1000
4,250,0,250,500,750,2,0,1,0.25,0,0,0,0.25,0.25,0.25,0.25,0.25,linear,0.025,FALSE,gp,-1,GCV.Cp,EQ,H0,3,gam,0.021,0,1000
4,250,0,250,500,750,2,0,1,0.25,0,0,0,0.25,0.25,0.25,0.25,0.25,linear,0.025,FALSE,gp,-1,GCV.Cp,EQ,H0,4,gam,0.032,0,1000
4,250,0,250,500,750,2,0,1,0.25,0,0,0,0.375,0.375,0.375,0.375,0.375,linear,0.025,FALSE,tp,-1,GCV.Cp,EQ,H0,2,gam,0.027,0,1000
4,250,0,250,500,750,2,0,1,0.25,0,0,0,0.375,0.375,0.375,0.375,0.375,linear,0.025,FALSE,tp,-1,GCV.Cp,EQ,H0,3,gam,0.017,0,1000
4,250,0,250,500,750,2,0,1,0.25,0,0,0,0.375,0.375,0.375,0.375,0.375,linear,0.025,FALSE,tp,-1,GCV.Cp,EQ,H0,4,gam,0.032,0,1000
4,250,0,250,500,750,2,0,1,0.25,0,0,0,0.375,0.375,0.375,0.375,0.375,linear,0.025,FALSE,cr,-1,GCV.Cp,EQ,H0,2,gam,0.023,0,1000
4,250,0,250,500,750,2,0,1,0.25,0,0,0,0.375,0.375,0.375,0.375,0.375,linear,0.025,FALSE,cr,-1,GCV.Cp,EQ,H0,3,gam,0.026,0,1000
4,250,0,250,500,750,2,0,1,0.25,0,0,0,0.375,0.375,0.375,0.375,0.375,linear,0.025,FALSE,cr,-1,GCV.Cp,EQ,H0,4,gam,0.031,0,1000
4,250,0,250,500,750,2,0,1,0.25,0,0,0,0.375,0.375,0.375,0.375,0.375,linear,0.025,FALSE,ps,-1,GCV.Cp,EQ,H0,2,gam,0.028,0,1000
4,250,0,250,500,750,2,0,1,0.25,0,0,0,0.375,0.375,0.375,0.375,0.375,linear,0.025,FALSE,ps,-1,GCV.Cp,EQ,H0,3,gam,0.027,0,1000
4,250,0,250,500,750,2,0,1,0.25,0,0,0,0.375,0.375,0.375,0.375,0.375,linear,0.025,FALSE,ps,-1,GCV.Cp,EQ,H0,4,gam,0.035,0,1000
4,250,0,250,500,750,2,0,1,0.25,0,0,0,0.375,0.375,0.375,0.375,0.375,linear,0.025,FALSE,re,-1,GCV.Cp,EQ,H0,2,gam,0.022,0,1000
4,250,0,250,500,750,2,0,1,0.25,0,0,0,0.375,0.375,0.375,0.375,0.375,linear,0.025,FALSE,re,-1,GCV.Cp,EQ,H0,3,gam,0.037,0,1000
4,250,0,250,500,750,2,0,1,0.25,0,0,0,0.375,0.375,0.375,0.375,0.375,linear,0.025,FALSE,re,-1,GCV.Cp,EQ,H0,4,gam,0.039,0,1000
4,250,0,250,500,750,2,0,1,0.25,0,0,0,0.375,0.375,0.375,0.375,0.375,linear,0.025,FALSE,gp,-1,GCV.Cp,EQ,H0,2,gam,0.033,0,1000
4,250,0,250,500,750,2,0,1,0.25,0,0,0,0.375,0.375,0.375,0.375,0.375,linear,0.025,FALSE,gp,-1,GCV.Cp,EQ,H0,3,gam,0.028,0,1000
4,250,0,250,500,750,2,0,1,0.25,0,0,0,0.375,0.375,0.375,0.375,0.375,linear,0.025,FALSE,gp,-1,GCV.Cp,EQ,H0,4,gam,0.023,0,1000
4,250,0,250,500,750,2,0,1,0.25,0,0,0,0.5,0.5,0.5,0.5,0.5,linear,0.025,FALSE,tp,-1,GCV.Cp,EQ,H0,2,gam,0.027,0,1000
4,250,0,250,500,750,2,0,1,0.25,0,0,0,0.5,0.5,0.5,0.5,0.5,linear,0.025,FALSE,tp,-1,GCV.Cp,EQ,H0,3,gam,0.034,0,1000
4,250,0,250,500,750,2,0,1,0.25,0,0,0,0.5,0.5,0.5,0.5,0.5,linear,0.025,FALSE,tp,-1,GCV.Cp,EQ,H0,4,gam,0.024,0,1000
4,250,0,250,500,750,2,0,1,0.25,0,0,0,0.5,0.5,0.5,0.5,0.5,linear,0.025,FALSE,cr,-1,GCV.Cp,EQ,H0,2,gam,0.018,0,1000
4,250,0,250,500,750,2,0,1,0.25,0,0,0,0.5,0.5,0.5,0.5,0.5,linear,0.025,FALSE,cr,-1,GCV.Cp,EQ,H0,3,gam,0.018,0,1000
4,250,0,250,500,750,2,0,1,0.25,0,0,0,0.5,0.5,0.5,0.5,0.5,linear,0.025,FALSE,cr,-1,GCV.Cp,EQ,H0,4,gam,0.021,0,1000
4,250,0,250,500,750,2,0,1,0.25,0,0,0,0.5,0.5,0.5,0.5,0.5,linear,0.025,FALSE,ps,-1,GCV.Cp,EQ,H0,2,gam,0.019,0,1000
4,250,0,250,500,750,2,0,1,0.25,0,0,0,0.5,0.5,0.5,0.5,0.5,linear,0.025,FALSE,ps,-1,GCV.Cp,EQ,H0,3,gam,0.025,0,1000
4,250,0,250,500,750,2,0,1,0.25,0,0,0,0.5,0.5,0.5,0.5,0.5,linear,0.025,FALSE,ps,-1,GCV.Cp,EQ,H0,4,gam,0.024,0,1000
4,250,0,250,500,750,2,0,1,0.25,0,0,0,0.5,0.5,0.5,0.5,0.5,linear,0.025,FALSE,re,-1,GCV.Cp,EQ,H0,2,gam,0.046,0,1000
4,250,0,250,500,750,2,0,1,0.25,0,0,0,0.5,0.5,0.5,0.5,0.5,linear,0.025,FALSE,re,-1,GCV.Cp,EQ,H0,3,gam,0.035,0,1000
4,250,0,250,500,750,2,0,1,0.25,0,0,0,0.5,0.5,0.5,0.5,0.5,linear,0.025,FALSE,re,-1,GCV.Cp,EQ,H0,4,gam,0.028,0,1000
4,250,0,250,500,750,2,0,1,0.25,0,0,0,0.5,0.5,0.5,0.5,0.5,linear,0.025,FALSE,gp,-1,GCV.Cp,EQ,H0,2,gam,0.034,0,1000
4,250,0,250,500,750,2,0,1,0.25,0,0,0,0.5,0.5,0.5,0.5,0.5,linear,0.025,FALSE,gp,-1,GCV.Cp,EQ,H0,3,gam,0.013,0,1000
4,250,0,250,500,750,2,0,1,0.25,0,0,0,0.5,0.5,0.5,0.5,0.5,linear,0.025,FALSE,gp,-1,GCV.Cp,EQ,H0,4,gam,0.024,0,1000
4,250,0,250,500,750,2,0,1,0.25,0,0,0,-0.5,-0.5,-0.5,-0.5,-0.5,stepwise_2,0.025,FALSE,tp,-1,GCV.Cp,EQ,H0,2,gam,0.012,0,1000
4,250,0,250,500,750,2,0,1,0.25,0,0,0,-0.5,-0.5,-0.5,-0.5,-0.5,stepwise_2,0.025,FALSE,tp,-1,GCV.Cp,EQ,H0,3,gam,0.013,0,1000
4,250,0,250,500,750,2,0,1,0.25,0,0,0,-0.5,-0.5,-0.5,-0.5,-0.5,stepwise_2,0.025,FALSE,tp,-1,GCV.Cp,EQ,H0,4,gam,0.008,0,1000
4,250,0,250,500,750,2,0,1,0.25,0,0,0,-0.5,-0.5,-0.5,-0.5,-0.5,stepwise_2,0.025,FALSE,cr,-1,GCV.Cp,EQ,H0,2,gam,0.011,0,1000
4,250,0,250,500,750,2,0,1,0.25,0,0,0,-0.5,-0.5,-0.5,-0.5,-0.5,stepwise_2,0.025,FALSE,cr,-1,GCV.Cp,EQ,H0,3,gam,0.007,0,1000
4,250,0,250,500,750,2,0,1,0.25,0,0,0,-0.5,-0.5,-0.5,-0.5,-0.5,stepwise_2,0.025,FALSE,cr,-1,GCV.Cp,EQ,H0,4,gam,0.012,0,1000
4,250,0,250,500,750,2,0,1,0.25,0,0,0,-0.5,-0.5,-0.5,-0.5,-0.5,stepwise_2,0.025,FALSE,ps,-1,GCV.Cp,EQ,H0,2,gam,0.015,0,1000
