num_arms,n_arm,d1,d2,d3,d4,d5,d6,d7,period_blocks,mu0,sigma,theta1,theta2,theta3,theta4,theta5,theta6,theta7,lambda0,lambda1,lambda2,lambda3,lambda4,lambda5,lambda6,lambda7,trend,alpha,ncc,unit_size,bs_degree,study_arm,model,reject_h0,bias,MSE,failed,nsim
7,250,0,250,250,500,500,750,750,2,0,1,0,0,0,0,0,0,0,-0.075,-0.075,-0.075,-0.075,-0.075,-0.075,-0.075,-0.075,linear,0.025,TRUE,25,3,6,splines,0.0269,-1.4264004598398756e-4,0.006952801928816365,0,10000
7,250,0,250,250,500,500,750,750,2,0,1,0,0,0,0,0,0,0,-0.075,-0.075,-0.075,-0.075,-0.075,-0.075,-0.075,-0.075,linear,0.025,TRUE,25,3,6,splines_cal,0.0268,-1.546683501115442e-4,0.007003097899725692,0,10000
7,250,0,250,250,500,500,750,750,2,0,1,0,0,0,0,0,0,0,-0.075,-0.075,-0.075,-0.075,-0.075,-0.075,-0.075,-0.075,linear,0.025,TRUE,25,3,7,fixmodel,0.0261,4.504772157815502e-4,0.006984929602723915,0,10000
7,250,0,250,250,500,500,750,750,2,0,1,0,0,0,0,0,0,0,-0.075,-0.075,-0.075,-0.075,-0.075,-0.075,-0.075,-0.075,linear,0.025,TRUE,25,3,7,poolmodel,0.0125,-0.02127826581451766,0.006545082658533385,0,10000
7,250,0,250,250,500,500,750,750,2,0,1,0,0,0,0,0,0,0,-0.075,-0.075,-0.075,-0.075,-0.075,-0.075,-0.075,-0.075,linear,0.025,TRUE,25,3,7,sepmodel,0.0263,8.802772568167051e-4,0.008011035790445546,0,10000
7,250,0,250,250,500,500,750,750,2,0,1,0,0,0,0,0,0,0,-0.075,-0.075,-0.075,-0.075,-0.075,-0.075,-0.075,-0.075,linear,0.025,TRUE,25,3,7,splines,0.0259,3.8155635646584254e-4,0.006943767685065117,0,10000
7,250,0,250,250,500,500,750,750,2,0,1,0,0,0,0,0,0,0,-0.075,-0.075,-0.075,-0.075,-0.075,-0.075,-0.075,-0.075,linear,0.025,TRUE,25,3,7,splines_cal,0.0252,3.5673920374721996e-4,0.006991356814876221,0,10000
7,250,0,250,250,500,500,750,750,2,0,1,0,0,0,0,0,0,0,-0.037500000000000006,-0.037500000000000006,-0.037500000000000006,-0.037500000000000006,-0.037500000000000006,-0.037500000000000006,-0.037500000000000006,-0.037500000000000006,linear,0.025,TRUE,25,3,2,fixmodel,0.0261,5.557903184091434e-4,0.007381016825540354,0,10000
7,250,0,250,250,500,500,750,750,2,0,1,0,0,0,0,0,0,0,-0.037500000000000006,-0.037500000000000006,-0.037500000000000006,-0.037500000000000006,-0.037500000000000006,-0.037500000000000006,-0.037500000000000006,-0.037500000000000006,linear,0.025,TRUE,25,3,2,poolmodel,0.0236,-0.004373203491634276,0.006655017651713774,0,10000
7,250,0,250,250,500,500,750,750,2,0,1,0,0,0,0,0,0,0,-0.037500000000000006,-0.037500000000000006,-0.037500000000000006,-0.037500000000000006,-0.037500000000000006,-0.037500000000000006,-0.037500000000000006,-0.037500000000000006,linear,0.025,TRUE,25,3,2,sepmodel,0.0272,3.201438672142918e-4,0.007908782169810027,0,10000
7,250,0,250,250,500,500,750,750,2,0,1,0,0,0,0,0,0,0,-0.037500000000000006,-0.037500000000000006,-0.037500000000000006,-0.037500000000000006,-0.037500000000000006,-0.037500000000000006,-0.037500000000000006,-0.037500000000000006,linear,0.025,TRUE,25,3,2,splines,0.0254,3.586673233100146e-4,0.007313773116316144,0,10000
7,250,0,250,250,500,500,750,750,2,0,1,0,0,0,0,0,0,0,-0.037500000000000006,-0.037500000000000006,-0.037500000000000006,-0.037500000000000006,-0.037500000000000006,-0.037500000000000006,-0.037500000000000006,-0.037500000000000006,linear,0.025,TRUE,25,3,2,splines_cal,0.0255,4.869017271905587e-4,0.00738516425791578,0,10000
7,250,0,250,250,500,500,750,750,2,0,1,0,0,0,0,0,0,0,-0.037500000000000006,-0.037500000000000006,-0.037500000000000006,-0.037500000000000006,-0.037500000000000006,-0.037500000000000006,-0.037500000000000006,-0.037500000000000006,linear,0.025,TRUE,25,3,3,fixmodel,0.0227,7.698442653516154e-4,0.0073836458894473616,0,10000
7,250,0,250,250,500,500,750,750,2,0,1,0,0,0,0,0,0,0,-0.037500000000000006,-0.037500000000000006,-0.037500000000000006,-0.037500000000000006,-0.037500000000000006,-0.037500000000000006,-0.037500000000000006,-0.037500000000000006,linear,0.025,TRUE,25,3,3,poolmodel,0.0198,-0.004159149544691858,0.006675619927847914,0,10000
7,250,0,250,250,500,500,750,750,2,0,1,0,0,0,0,0,0,0,-0.037500000000000006,-0.037500000000000006,-0.037500000000000006,-0.037500000000000006,-0.037500000000000006,-0.037500000000000006,-0.037500000000000006,-0.037500000000000006,linear,0.025,TRUE,25,3,3,sepmodel,0.0236,5.341978141567203e-4,0.007929697110309523,0,10000
7,250,0,250,250,500,500,750,750,2,0,1,0,0,0,0,0,0,0,-0.037500000000000006,-0.037500000000000006,-0.037500000000000006,-0.037500000000000006,-0.037500000000000006,-0.037500000000000006,-0.037500000000000006,-0.037500000000000006,linear,0.025,TRUE,25,3,3,splines,0.0229,5.73394124665649e-4,0.007299143228813918,0,10000
7,250,0,250,250,500,500,750,750,2,0,1,0,0,0,0,0,0,0,-0.037500000000000006,-0.037500000000000006,-0.037500000000000006,-0.037500000000000006,-0.037500000000000006,-0.037500000000000006,-0.037500000000000006,-0.037500000000000006,linear,0.025,TRUE,25,3,3,splines_cal,0.0233,6.583086216319935e-4,0.007369891850788361,0,10000
7,250,0,250,250,500,500,750,750,2,0,1,0,0,0,0,0,0,0,-0.037500000000000006,-0.037500000000000006,-0.037500000000000006,-0.037500000000000006,-0.037500000000000006,-0.037500000000000006,-0.037500000000000006,-0.037500000000000006,linear,0.025,TRUE,25,3,4,fixmodel,0.0249,-2.5915444768138897e-4,0.007080781369417948,0,10000
7,250,0,250,250,500,500,750,750,2,0,1,0,0,0,0,0,0,0,-0.037500000000000006,-0.037500000000000006,-0.037500000000000006,-0.037500000000000006,-0.037500000000000006,-0.037500000000000006,-0.037500000000000006,-0.037500000000000006,linear,0.025,TRUE,25,3,4,poolmodel,0.0198,-0.008618683156959923,0.006290049410684669,0,10000
7,250,0,250,250,500,500,750,750,2,0,1,0,0,0,0,0,0,0,-0.037500000000000006,-0.037500000000000006,-0.037500000000000006,-0.037500000000000006,-0.037500000000000006,-0.037500000000000006,-0.037500000000000006,-0.037500000000000006,linear,0.025,TRUE,25,3,4,sepmodel,0.0239,-5.409412633148259e-4,0.007911318763616216,0,10000
7,250,0,250,250,500,500,750,750,2,0,1,0,0,0,0,0,0,0,-0.037500000000000006,-0.037500000000000006,-0.037500000000000006,-0.037500000000000006,-0.037500000000000006,-0.037500000000000006,-0.037500000000000006,-0.037500000000000006,linear,0.025,TRUE,25,3,4,splines,0.0246,-3.7020828972978125e-4,0.007024094988644878,0,10000
7,250,0,250,250,500,500,750,750,2,0,1,0,0,0,0,0,0,0,-0.037500000000000006,-0.037500000000000006,-0.037500000000000006,-0.037500000000000006,-0.037500000000000006,-0.037500000000000006,-0.037500000000000006,-0.037500000000000006,linear,0.025,TRUE,25,3,4,splines_cal,0.0259,-2.460177502808037e-4,0.007078020142147039,0,10000
7,250,0,250,250,500,500,750,750,2,0,1,0,0,0,0,0,0,0,-0.037500000000000006,-0.037500000000000006,-0.037500000000000006,-0.037500000000000006,-0.037500000000000006,-0.037500000000000006,-0.037500000000000006,-0.037500000000000006,linear,0.025,TRUE,25,3,5,fixmodel,0.0261,0.001057995080082191,0.007131919137135636,0,10000
7,250,0,250,250,500,500,750,750,2,0,1,0,0,0,0,0,0,0,-0.037500000000000006,-0.037500000000000006,-0.037500000000000006,-0.037500000000000006,-0.037500000000000006,-0.037500000000000006,-0.037500000000000006,-0.037500000000000006,linear,0.025,TRUE,25,3,5,poolmodel,0.0203,-0.007301533629196336,0.006285443819974205,0,10000
7,250,0,250,250,500,500,750,750,2,0,1,0,0,0,0,0,0,0,-0.037500000000000006,-0.037500000000000006,-0.037500000000000006,-0.037500000000000006,-0.037500000000000006,-0.037500000000000006,-0.037500000000000006,-0.037500000000000006,linear,0.025,TRUE,25,3,5,sepmodel,0.0244,7.762082644487628e-4,0.007948677762533631,0,10000
7,250,0,250,250,500,500,750,750,2,0,1,0,0,0,0,0,0,0,-0.037500000000000006,-0.037500000000000006,-0.037500000000000006,-0.037500000000000006,-0.037500000000000006,-0.037500000000000006,-0.037500000000000006,-0.037500000000000006,linear,0.025,TRUE,25,3,5,splines,0.0256,9.480314840348314e-4,0.00709034378938727,0,10000
7,250,0,250,250,500,500,750,750,2,0,1,0,0,0,0,0,0,0,-0.037500000000000006,-0.037500000000000006,-0.037500000000000006,-0.037500000000000006,-0.037500000000000006,-0.037500000000000006,-0.037500000000000006,-0.037500000000000006,linear,0.025,TRUE,25,3,5,splines_cal,0.0259,8.96303371879031e-4,0.007123443905087094,0,10000
7,250,0,250,250,500,500,750,750,2,0,1,0,0,0,0,0,0,0,-0.037500000000000006,-0.037500000000000006,-0.037500000000000006,-0.037500000000000006,-0.037500000000000006,-0.037500000000000006,-0.037500000000000006,-0.037500000000000006,linear,0.025,TRUE,25,3,6,fixmodel,0.0248,-6.422350391456627e-4,0.007029230194364241,0,10000
7,250,0,250,250,500,500,750,750,2,0,1,0,0,0,0,0,0,0,-0.037500000000000006,-0.037500000000000006,-0.037500000000000006,-0.037500000000000006,-0.037500000000000006,-0.037500000000000006,-0.037500000000000006,-0.037500000000000006,linear,0.025,TRUE,25,3,6,poolmodel,0.0168,-0.011469636877904336,0.0061847131172798045,0,10000
7,250,0,250,250,500,500,750,750,2,0,1,0,0,0,0,0,0,0,-0.037500000000000006,-0.037500000000000006,-0.037500000000000006,-0.037500000000000006,-0.037500000000000006,-0.037500000000000006,-0.037500000000000006,-0.037500000000000006,linear,0.025,TRUE,25,3,6,sepmodel,0.0263,-8.730323792522686e-4,0.008052233865359108,0,10000
7,250,0,250,250,500,500,750,750,2,0,1,0,0,0,0,0,0,0,-0.037500000000000006,-0.037500000000000006,-0.037500000000000006,-0.037500000000000006,-0.037500000000000006,-0.037500000000000006,-0.037500000000000006,-0.037500000000000006,linear,0.025,TRUE,25,3,6,splines,0.0245,-7.497752786949047e-4,0.006987653160407126,0,10000
7,250,0,250,250,500,500,750,750,2,0,1,0,0,0,0,0,0,0,-0.037500000000000006,-0.037500000000000006,-0.037500000000000006,-0.037500000000000006,-0.037500000000000006,-0.037500000000000006,-0.037500000000000006,-0.037500000000000006,linear,0.025,TRUE,25,3,6,splines_cal,0.0262,-6.142070458208216e-4,0.007037277095107938,0,10000
7,250,0,250,250,500,500,750,750,2,0,1,0,0,0,0,0,0,0,-0.037500000000000006,-0.037500000000000006,-0.037500000000000006,-0.037500000000000006,-0.037500000000000006,-0.037500000000000006,-0.037500000000000006,-0.037500000000000006,linear,0.025,TRUE,25,3,7,fixmodel,0.0243,8.312032372702933e-5,0.007057197725670618,0,10000
7,250,0,250,250,500,500,750,750,2,0,1,0,0,0,0,0,0,0,-0.037500000000000006,-0.037500000000000006,-0.037500000000000006,-0.037500000000000006,-0.037500000000000006,-0.037500000000000006,-0.037500000000000006,-0.037500000000000006,linear,0.025,TRUE,25,3,7,poolmodel,0.0179,-0.010744281515031658,0.006184358929516815,0,10000
7,250,0,250,250,500,500,750,750,2,0,1,0,0,0,0,0,0,0,-0.037500000000000006,-0.037500000000000006,-0.037500000000000006,-0.037500000000000006,-0.037500000000000006,-0.037500000000000006,-0.037500000000000006,-0.037500000000000006,linear,0.025,TRUE,25,3,7,sepmodel,0.0258,-1.4767701637959527e-4,0.008029018778375169,0,10000
7,250,0,250,250,500,500,750,750,2,0,1,0,0,0,0,0,0,0,-0.037500000000000006,-0.037500000000000006,-0.037500000000000006,-0.037500000000000006,-0.037500000000000006,-0.037500000000000006,-0.037500000000000006,-0.037500000000000006,linear,0.025,TRUE,25,3,7,splines,0.0242,-2.5627469227806997e-5,0.00702762146151815,0,10000
7,250,0,250,250,500,500,750,750,2,0,1,0,0,0,0,0,0,0,-0.037500000000000006,-0.037500000000000006,-0.037500000000000006,-0.037500000000000006,-0.037500000000000006,-0.037500000000000006,-0.037500000000000006,-0.037500000000000006,linear,0.025,TRUE,25,3,7,splines_cal,0.0245,8.459461585994155e-5,0.007068908315333191,0,10000
7,250,0,250,250,500,500,750,750,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,linear,0.025,TRUE,25,3,2,fixmodel,0.0248,1.1826210444225282e-4,0.007358903567034817,0,10000
7,250,0,250,250,500,500,750,750,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,linear,0.025,TRUE,25,3,2,poolmodel,0.0252,1.90584008056184e-5,0.006513498344442674,0,10000
7,250,0,250,250,500,500,750,750,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,linear,0.025,TRUE,25,3,2,sepmodel,0.0225,1.3280328448693018e-4,0.007866106640267153,0,10000
7,250,0,250,250,500,500,750,750,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,linear,0.025,TRUE,25,3,2,splines,0.0247,-6.261388747983657e-5,0.007256748747438552,0,10000
7,250,0,250,250,500,500,750,750,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,linear,0.025,TRUE,25,3,2,splines_cal,0.0252,-1.7397178249578397e-5,0.007320138983765488,0,10000
7,250,0,250,250,500,500,750,750,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,linear,0.025,TRUE,25,3,3,fixmodel,0.0256,-0.0014421293705736494,0.007504742596272394,0,10000
7,250,0,250,250,500,500,750,750,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,linear,0.025,TRUE,25,3,3,poolmodel,0.025,-0.0015413330742102944,0.0067070754275108556,0,10000
7,250,0,250,250,500,500,750,750,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,linear,0.025,TRUE,25,3,3,sepmodel,0.0248,-0.0014275881905289937,0.008076103701285123,0,10000
7,250,0,250,250,500,500,750,750,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,linear,0.025,TRUE,25,3,3,splines,0.0249,-0.0016257232452333754,0.0074238114783087734,0,10000
7,250,0,250,250,500,500,750,750,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,linear,0.025,TRUE,25,3,3,splines_cal,0.0263,-0.00161878134714537,0.007483466820070426,0,10000
7,250,0,250,250,500,500,750,750,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,linear,0.025,TRUE,25,3,4,fixmodel,0.0275,-7.559239749788662e-4,0.007307560356528568,0,10000
7,250,0,250,250,500,500,750,750,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,linear,0.025,TRUE,25,3,4,poolmodel,0.0276,-8.386054794125686e-4,0.0063909100566112076,0,10000
7,250,0,250,250,500,500,750,750,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,linear,0.025,TRUE,25,3,4,sepmodel,0.0281,-6.634332846412527e-4,0.00809930443237568,0,10000
7,250,0,250,250,500,500,750,750,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,linear,0.025,TRUE,25,3,4,splines,0.0273,-8.583803582349266e-4,0.007260356077577283,0,10000
7,250,0,250,250,500,500,750,750,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,linear,0.025,TRUE,25,3,4,splines_cal,0.0278,-7.779144195211289e-4,0.007275455601610162,0,10000
7,250,0,250,250,500,500,750,750,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,linear,0.025,TRUE,25,3,5,fixmodel,0.0255,2.3247084536661325e-4,0.007123718068708425,0,10000
7,250,0,250,250,500,500,750,750,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,linear,0.025,TRUE,25,3,5,poolmodel,0.0261,1.4978934093292038e-4,0.006225338201044242,0,10000
7,250,0,250,250,500,500,750,750,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,linear,0.025,TRUE,25,3,5,sepmodel,0.025,3.2496153570424346e-4,0.00790383127845326,0,10000
7,250,0,250,250,500,500,750,750,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,linear,0.025,TRUE,25,3,5,splines,0.0252,1.2801188911714637e-4,0.0070886649094884895,0,10000
7,250,0,250,250,500,500,750,750,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,linear,0.025,TRUE,25,3,5,splines_cal,0.0256,2.0630011404332348e-4,0.007100993634548733,0,10000
7,250,0,250,250,500,500,750,750,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,linear,0.025,TRUE,25,3,6,fixmodel,0.0252,-0.0010258260041841165,0.006986514506057032,0,10000
7,250,0,250,250,500,500,750,750,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,linear,0.025,TRUE,25,3,6,poolmodel,0.0251,-0.0010789725761694248,0.0060643556219141664,0,10000
7,250,0,250,250,500,500,750,750,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,linear,0.025,TRUE,25,3,6,sepmodel,0.0253,-0.0011779694350689202,0.007934215279954072,0,10000
7,250,0,250,250,500,500,750,750,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,linear,0.025,TRUE,25,3,6,splines,0.0243,-0.001121000590216553,0.006942048921815306,0,10000
7,250,0,250,250,500,500,750,750,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,linear,0.025,TRUE,25,3,6,splines_cal,0.026,-0.0010852327184474797,0.007010032859350778,0,10000
7,250,0,250,250,500,500,750,750,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,linear,0.025,TRUE,25,3,7,fixmodel,0.0242,-3.866125529545201e-4,0.006931599677777536,0,10000
7,250,0,250,250,500,500,750,750,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,linear,0.025,TRUE,25,3,7,poolmodel,0.0232,-4.397591249398288e-4,0.006015006113708898,0,10000
7,250,0,250,250,500,500,750,750,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,linear,0.025,TRUE,25,3,7,sepmodel,0.0229,-5.387559838393041e-4,0.007875260702751486,0,10000
7,250,0,250,250,500,500,750,750,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,linear,0.025,TRUE,25,3,7,splines,0.0239,-4.821130447415384e-4,0.0068957158048909145,0,10000
7,250,0,250,250,500,500,750,750,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,linear,0.025,TRUE,25,3,7,splines_cal,0.0236,-4.283789930421134e-4,0.006946649738475787,0,10000
7,250,0,250,250,500,500,750,750,2,0,1,0,0,0,0,0,0,0,0.037500000000000006,0.037500000000000006,0.037500000000000006,0.037500000000000006,0.037500000000000006,0.037500000000000006,0.037500000000000006,0.037500000000000006,linear,0.025,TRUE,25,3,2,fixmodel,0.0241,-1.8502689099153973e-5,0.007362610639262608,0,10000
7,250,0,250,250,500,500,750,750,2,0,1,0,0,0,0,0,0,0,0.037500000000000006,0.037500000000000006,0.037500000000000006,0.037500000000000006,0.037500000000000006,0.037500000000000006,0.037500000000000006,0.037500000000000006,linear,0.025,TRUE,25,3,2,poolmodel,0.029,0.004734838371824096,0.006712710288644218,0,10000
7,250,0,250,250,500,500,750,750,2,0,1,0,0,0,0,0,0,0,0.037500000000000006,0.037500000000000006,0.037500000000000006,0.037500000000000006,0.037500000000000006,0.037500000000000006,0.037500000000000006,0.037500000000000006,linear,0.025,TRUE,25,3,2,sepmodel,0.0234,-4.306846042394618e-5,0.007882077428590864,0,10000
7,250,0,250,250,500,500,750,750,2,0,1,0,0,0,0,0,0,0,0.037500000000000006,0.037500000000000006,0.037500000000000006,0.037500000000000006,0.037500000000000006,0.037500000000000006,0.037500000000000006,0.037500000000000006,linear,0.025,TRUE,25,3,2,splines,0.0243,1.1234162790288332e-4,0.007257061052288932,0,10000
7,250,0,250,250,500,500,750,750,2,0,1,0,0,0,0,0,0,0,0.037500000000000006,0.037500000000000006,0.037500000000000006,0.037500000000000006,0.037500000000000006,0.037500000000000006,0.037500000000000006,0.037500000000000006,linear,0.025,TRUE,25,3,2,splines_cal,0.024,1.15956103856902e-4,0.007331839408081941,0,10000
7,250,0,250,250,500,500,750,750,2,0,1,0,0,0,0,0,0,0,0.037500000000000006,0.037500000000000006,0.037500000000000006,0.037500000000000006,0.037500000000000006,0.037500000000000006,0.037500000000000006,0.037500000000000006,linear,0.025,TRUE,25,3,3,fixmodel,0.0248,-1.624571430789655e-4,0.007348224667700726,0,10000
7,250,0,250,250,500,500,750,750,2,0,1,0,0,0,0,0,0,0,0.037500000000000006,0.037500000000000006,0.037500000000000006,0.037500000000000006,0.037500000000000006,0.037500000000000006,0.037500000000000006,0.037500000000000006,linear,0.025,TRUE,25,3,3,poolmodel,0.0291,0.004590883917844354,0.006677972016231443,0,10000
7,250,0,250,250,500,500,750,750,2,0,1,0,0,0,0,0,0,0,0.037500000000000006,0.037500000000000006,0.037500000000000006,0.037500000000000006,0.037500000000000006,0.037500000000000006,0.037500000000000006,0.037500000000000006,linear,0.025,TRUE,25,3,3,sepmodel,0.0245,-1.8702291440368505e-4,0.007904430955446897,0,10000
7,250,0,250,250,500,500,750,750,2,0,1,0,0,0,0,0,0,0,0.037500000000000006,0.037500000000000006,0.037500000000000006,0.037500000000000006,0.037500000000000006,0.037500000000000006,0.037500000000000006,0.037500000000000006,linear,0.025,TRUE,25,3,3,splines,0.0244,-3.0081908699034996e-5,0.007253688585895792,0,10000
7,250,0,250,250,500,500,750,750,2,0,1,0,0,0,0,0,0,0,0.037500000000000006,0.037500000000000006,0.037500000000000006,0.037500000000000006,0.037500000000000006,0.037500000000000006,0.037500000000000006,0.037500000000000006,linear,0.025,TRUE,25,3,3,splines_cal,0.0242,-6.973763267340947e-5,0.007344447811286698,0,10000
7,250,0,250,250,500,500,750,750,2,0,1,0,0,0,0,0,0,0,0.037500000000000006,0.037500000000000006,0.037500000000000006,0.037500000000000006,0.037500000000000006,0.037500000000000006,0.037500000000000006,0.037500000000000006,linear,0.025,TRUE,25,3,4,fixmodel,0.025,-4.8013529221346124e-4,0.007194198572927404,0,10000
7,250,0,250,250,500,500,750,750,2,0,1,0,0,0,0,0,0,0,0.037500000000000006,0.037500000000000006,0.037500000000000006,0.037500000000000006,0.037500000000000006,0.037500000000000006,0.037500000000000006,0.037500000000000006,linear,0.025,TRUE,25,3,4,poolmodel,0.0315,0.008088633393636819,0.006342880597575074,0,10000
7,250,0,250,250,500,500,750,750,2,0,1,0,0,0,0,0,0,0,0.037500000000000006,0.037500000000000006,0.037500000000000006,0.037500000000000006,0.037500000000000006,0.037500000000000006,0.037500000000000006,0.037500000000000006,linear,0.025,TRUE,25,3,4,sepmodel,0.025,-7.882015229814406e-4,0.00804080714884457,0,10000
7,250,0,250,250,500,500,750,750,2,0,1,0,0,0,0,0,0,0,0.037500000000000006,0.037500000000000006,0.037500000000000006,0.037500000000000006,0.037500000000000006,0.037500000000000006,0.037500000000000006,0.037500000000000006,linear,0.025,TRUE,25,3,4,splines,0.0258,-3.3222110169142373e-4,0.00714759523661468,0,10000
7,250,0,250,250,500,500,750,750,2,0,1,0,0,0,0,0,0,0,0.037500000000000006,0.037500000000000006,0.037500000000000006,0.037500000000000006,0.037500000000000006,0.037500000000000006,0.037500000000000006,0.037500000000000006,linear,0.025,TRUE,25,3,4,splines_cal,0.0262,-2.9778664849939863e-4,0.007173201968420822,0,10000
7,250,0,250,250,500,500,750,750,2,0,1,0,0,0,0,0,0,0,0.037500000000000006,0.037500000000000006,0.037500000000000006,0.037500000000000006,0.037500000000000006,0.037500000000000006,0.037500000000000006,0.037500000000000006,linear,0.025,TRUE,25,3,5,fixmodel,0.0247,-9.63086110988706e-4,0.007058149190945007,0,10000
7,250,0,250,250,500,500,750,750,2,0,1,0,0,0,0,0,0,0,0.037500000000000006,0.037500000000000006,0.037500000000000006,0.037500000000000006,0.037500000000000006,0.037500000000000006,0.037500000000000006,0.037500000000000006,linear,0.025,TRUE,25,3,5,poolmodel,0.0304,0.007605682574861575,0.006276769098551831,0,10000
7,250,0,250,250,500,500,750,750,2,0,1,0,0,0,0,0,0,0,0.037500000000000006,0.037500000000000006,0.037500000000000006,0.037500000000000006,0.037500000000000006,0.037500000000000006,0.037500000000000006,0.037500000000000006,linear,0.025,TRUE,25,3,5,sepmodel,0.0249,-0.0012711523417566846,0.007904621666251556,0,10000
7,250,0,250,250,500,500,750,750,2,0,1,0,0,0,0,0,0,0,0.037500000000000006,0.037500000000000006,0.037500000000000006,0.037500000000000006,0.037500000000000006,0.037500000000000006,0.037500000000000006,0.037500000000000006,linear,0.025,TRUE,25,3,5,splines,0.025,-8.148501814582624e-4,0.007021553959969951,0,10000
7,250,0,250,250,500,500,750,750,2,0,1,0,0,0,0,0,0,0,0.037500000000000006,0.037500000000000006,0.037500000000000006,0.037500000000000006,0.037500000000000006,0.037500000000000006,0.037500000000000006,0.037500000000000006,linear,0.025,TRUE,25,3,5,splines_cal,0.0251,-9.332978895791732e-4,0.007028384322945673,0,10000
7,250,0,250,250,500,500,750,750,2,0,1,0,0,0,0,0,0,0,0.037500000000000006,0.037500000000000006,0.037500000000000006,0.037500000000000006,0.037500000000000006,0.037500000000000006,0.037500000000000006,0.037500000000000006,linear,0.025,TRUE,25,3,6,fixmodel,0.0259,-0.0013669330172788664,0.007098059946550116,0,10000
7,250,0,250,250,500,500,750,750,2,0,1,0,0,0,0,0,0,0,0.037500000000000006,0.037500000000000006,0.037500000000000006,0.037500000000000006,0.037500000000000006,0.037500000000000006,0.037500000000000006,0.037500000000000006,linear,0.025,TRUE,25,3,6,poolmodel,0.0345,0.009555287793092693,0.006302817221664742,0,10000
7,250,0,250,250,500,500,750,750,2,0,1,0,0,0,0,0,0,0,0.037500000000000006,0.037500000000000006,0.037500000000000006,0.037500000000000006,0.037500000000000006,0.037500000000000006,0.037500000000000006,0.037500000000000006,linear,0.025,TRUE,25,3,6,sepmodel,0.0253,-0.001935974989070032,0.008168846478222427,0,10000
7,250,0,250,250,500,500,750,750,2,0,1,0,0,0,0,0,0,0,0.037500000000000006,0.037500000000000006,0.037500000000000006,0.037500000000000006,0.037500000000000006,0.037500000000000006,0.037500000000000006,0.037500000000000006,linear,0.025,TRUE,25,3,6,splines,0.0262,-0.0013411567871817094,0.007055061366203142,0,10000
7,250,0,250,250,500,500,750,750,2,0,1,0,0,0,0,0,0,0,0.037500000000000006,0.037500000000000006,0.037500000000000006,0.037500000000000006,0.037500000000000006,0.037500000000000006,0.037500000000000006,0.037500000000000006,linear,0.025,TRUE,25,3,6,splines_cal,0.0258,-0.0013825447373708559,0.007128618566035852,0,10000
7,250,0,250,250,500,500,750,750,2,0,1,0,0,0,0,0,0,0,0.037500000000000006,0.037500000000000006,0.037500000000000006,0.037500000000000006,0.037500000000000006,0.037500000000000006,0.037500000000000006,0.037500000000000006,linear,0.025,TRUE,25,3,7,fixmodel,0.0258,-3.787117508889546e-4,0.0069526670547834435,0,10000
7,250,0,250,250,500,500,750,750,2,0,1,0,0,0,0,0,0,0,0.037500000000000006,0.037500000000000006,0.037500000000000006,0.037500000000000006,0.037500000000000006,0.037500000000000006,0.037500000000000006,0.037500000000000006,linear,0.025,TRUE,25,3,7,poolmodel,0.0335,0.010543509059482608,0.006130654450617774,0,10000
