num_arms,n_arm,d1,d2,d3,d4,unit_size,period_blocks,mu0,sigma,theta1,theta2,theta3,theta4,lambda0,lambda1,lambda2,lambda3,lambda4,trend,alpha,ci,timetrend,hypothesis,study_arm,model,reject_h0,failed,nsim
4,250,0,250,500,750,98,2,0,1,0.25,0.25,0.25,0.25,0.15,0.15,0.15,0.15,0.15,linear,0.025,FALSE,EQ,H1,2,mixmodel_cal,0.9007,0,10000
4,250,0,250,500,750,98,2,0,1,0.25,0.25,0.25,0.25,0.15,0.15,0.15,0.15,0.15,linear,0.025,FALSE,EQ,H1,2,poolmodel,0.908,0,10000
4,250,0,250,500,750,98,2,0,1,0.25,0.25,0.25,0.25,0.15,0.15,0.15,0.15,0.15,linear,0.025,FALSE,EQ,H1,2,sepmodel,0.8014,0,10000
4,250,0,250,500,750,98,2,0,1,0.25,0.25,0.25,0.25,0.15,0.15,0.15,0.15,0.15,linear,0.025,FALSE,EQ,H1,3,fixmodel,0.836,0,10000
4,250,0,250,500,750,98,2,0,1,0.25,0.25,0.25,0.25,0.15,0.15,0.15,0.15,0.15,linear,0.025,FALSE,EQ,H1,3,fixmodel_cal,0.851,0,10000
4,250,0,250,500,750,98,2,0,1,0.25,0.25,0.25,0.25,0.15,0.15,0.15,0.15,0.15,linear,0.025,FALSE,EQ,H1,3,mixmodel,0.9322,0,10000
4,250,0,250,500,750,98,2,0,1,0.25,0.25,0.25,0.25,0.15,0.15,0.15,0.15,0.15,linear,0.025,FALSE,EQ,H1,3,mixmodel_AR1,0.9405,0,10000
4,250,0,250,500,750,98,2,0,1,0.25,0.25,0.25,0.25,0.15,0.15,0.15,0.15,0.15,linear,0.025,FALSE,EQ,H1,3,mixmodel_AR1_cal,0.9382,0,10000
4,250,0,250,500,750,98,2,0,1,0.25,0.25,0.25,0.25,0.15,0.15,0.15,0.15,0.15,linear,0.025,FALSE,EQ,H1,3,mixmodel_cal,0.9441,0,10000
4,250,0,250,500,750,98,2,0,1,0.25,0.25,0.25,0.25,0.15,0.15,0.15,0.15,0.15,linear,0.025,FALSE,EQ,H1,3,poolmodel,0.9541,0,10000
4,250,0,250,500,750,98,2,0,1,0.25,0.25,0.25,0.25,0.15,0.15,0.15,0.15,0.15,linear,0.025,FALSE,EQ,H1,3,sepmodel,0.7983,0,10000
4,250,0,250,500,750,98,2,0,1,0.25,0.25,0.25,0.25,0.15,0.15,0.15,0.15,0.15,linear,0.025,FALSE,EQ,H1,4,fixmodel,0.8383,0,10000
4,250,0,250,500,750,98,2,0,1,0.25,0.25,0.25,0.25,0.15,0.15,0.15,0.15,0.15,linear,0.025,FALSE,EQ,H1,4,fixmodel_cal,0.8413,0,10000
4,250,0,250,500,750,98,2,0,1,0.25,0.25,0.25,0.25,0.15,0.15,0.15,0.15,0.15,linear,0.025,FALSE,EQ,H1,4,mixmodel,0.9494,0,10000
4,250,0,250,500,750,98,2,0,1,0.25,0.25,0.25,0.25,0.15,0.15,0.15,0.15,0.15,linear,0.025,FALSE,EQ,H1,4,mixmodel_AR1,0.9528,0,10000
4,250,0,250,500,750,98,2,0,1,0.25,0.25,0.25,0.25,0.15,0.15,0.15,0.15,0.15,linear,0.025,FALSE,EQ,H1,4,mixmodel_AR1_cal,0.9527,0,10000
4,250,0,250,500,750,98,2,0,1,0.25,0.25,0.25,0.25,0.15,0.15,0.15,0.15,0.15,linear,0.025,FALSE,EQ,H1,4,mixmodel_cal,0.9616,0,10000
4,250,0,250,500,750,98,2,0,1,0.25,0.25,0.25,0.25,0.15,0.15,0.15,0.15,0.15,linear,0.025,FALSE,EQ,H1,4,poolmodel,0.9716,0,10000
4,250,0,250,500,750,98,2,0,1,0.25,0.25,0.25,0.25,0.15,0.15,0.15,0.15,0.15,linear,0.025,FALSE,EQ,H1,4,sepmodel,0.7946,0,10000
4,250,0,250,500,750,139,2,0,1,0.25,0.25,0.25,0.25,0.15,0.15,0.15,0.15,0.15,linear,0.025,FALSE,EQ,H1,2,fixmodel,0.826,0,10000
4,250,0,250,500,750,139,2,0,1,0.25,0.25,0.25,0.25,0.15,0.15,0.15,0.15,0.15,linear,0.025,FALSE,EQ,H1,2,fixmodel_cal,0.8466,0,10000
4,250,0,250,500,750,139,2,0,1,0.25,0.25,0.25,0.25,0.15,0.15,0.15,0.15,0.15,linear,0.025,FALSE,EQ,H1,2,mixmodel,0.8876,0,10000
4,250,0,250,500,750,139,2,0,1,0.25,0.25,0.25,0.25,0.15,0.15,0.15,0.15,0.15,linear,0.025,FALSE,EQ,H1,2,mixmodel_AR1,0.8977,0,10000
4,250,0,250,500,750,139,2,0,1,0.25,0.25,0.25,0.25,0.15,0.15,0.15,0.15,0.15,linear,0.025,FALSE,EQ,H1,2,mixmodel_AR1_cal,0.9008,0,10000
4,250,0,250,500,750,139,2,0,1,0.25,0.25,0.25,0.25,0.15,0.15,0.15,0.15,0.15,linear,0.025,FALSE,EQ,H1,2,mixmodel_cal,0.8982,0,10000
4,250,0,250,500,750,139,2,0,1,0.25,0.25,0.25,0.25,0.15,0.15,0.15,0.15,0.15,linear,0.025,FALSE,EQ,H1,2,poolmodel,0.9075,0,10000
4,250,0,250,500,750,139,2,0,1,0.25,0.25,0.25,0.25,0.15,0.15,0.15,0.15,0.15,linear,0.025,FALSE,EQ,H1,2,sepmodel,0.7993,0,10000
4,250,0,250,500,750,139,2,0,1,0.25,0.25,0.25,0.25,0.15,0.15,0.15,0.15,0.15,linear,0.025,FALSE,EQ,H1,3,fixmodel,0.8375,0,10000
4,250,0,250,500,750,139,2,0,1,0.25,0.25,0.25,0.25,0.15,0.15,0.15,0.15,0.15,linear,0.025,FALSE,EQ,H1,3,fixmodel_cal,0.8446,0,10000
4,250,0,250,500,750,139,2,0,1,0.25,0.25,0.25,0.25,0.15,0.15,0.15,0.15,0.15,linear,0.025,FALSE,EQ,H1,3,mixmodel,0.9316,0,10000
4,250,0,250,500,750,139,2,0,1,0.25,0.25,0.25,0.25,0.15,0.15,0.15,0.15,0.15,linear,0.025,FALSE,EQ,H1,3,mixmodel_AR1,0.9406,0,10000
4,250,0,250,500,750,139,2,0,1,0.25,0.25,0.25,0.25,0.15,0.15,0.15,0.15,0.15,linear,0.025,FALSE,EQ,H1,3,mixmodel_AR1_cal,0.9421,0,10000
4,250,0,250,500,750,139,2,0,1,0.25,0.25,0.25,0.25,0.15,0.15,0.15,0.15,0.15,linear,0.025,FALSE,EQ,H1,3,mixmodel_cal,0.9425,0,10000
4,250,0,250,500,750,139,2,0,1,0.25,0.25,0.25,0.25,0.15,0.15,0.15,0.15,0.15,linear,0.025,FALSE,EQ,H1,3,poolmodel,0.9523,0,10000
4,250,0,250,500,750,139,2,0,1,0.25,0.25,0.25,0.25,0.15,0.15,0.15,0.15,0.15,linear,0.025,FALSE,EQ,H1,3,sepmodel,0.7986,0,10000
4,250,0,250,500,750,139,2,0,1,0.25,0.25,0.25,0.25,0.15,0.15,0.15,0.15,0.15,linear,0.025,FALSE,EQ,H1,4,fixmodel,0.8374,0,10000
4,250,0,250,500,750,139,2,0,1,0.25,0.25,0.25,0.25,0.15,0.15,0.15,0.15,0.15,linear,0.025,FALSE,EQ,H1,4,fixmodel_cal,0.843,0,10000
4,250,0,250,500,750,139,2,0,1,0.25,0.25,0.25,0.25,0.15,0.15,0.15,0.15,0.15,linear,0.025,FALSE,EQ,H1,4,mixmodel,0.9495,0,10000
4,250,0,250,500,750,139,2,0,1,0.25,0.25,0.25,0.25,0.15,0.15,0.15,0.15,0.15,linear,0.025,FALSE,EQ,H1,4,mixmodel_AR1,0.9533,0,10000
4,250,0,250,500,750,139,2,0,1,0.25,0.25,0.25,0.25,0.15,0.15,0.15,0.15,0.15,linear,0.025,FALSE,EQ,H1,4,mixmodel_AR1_cal,0.9538,0,10000
4,250,0,250,500,750,139,2,0,1,0.25,0.25,0.25,0.25,0.15,0.15,0.15,0.15,0.15,linear,0.025,FALSE,EQ,H1,4,mixmodel_cal,0.9573,0,10000
4,250,0,250,500,750,139,2,0,1,0.25,0.25,0.25,0.25,0.15,0.15,0.15,0.15,0.15,linear,0.025,FALSE,EQ,H1,4,poolmodel,0.9685,0,10000
4,250,0,250,500,750,139,2,0,1,0.25,0.25,0.25,0.25,0.15,0.15,0.15,0.15,0.15,linear,0.025,FALSE,EQ,H1,4,sepmodel,0.7936,0,10000
4,250,0,250,500,750,180,2,0,1,0.25,0.25,0.25,0.25,0.15,0.15,0.15,0.15,0.15,linear,0.025,FALSE,EQ,H1,2,fixmodel,0.8213,0,10000
4,250,0,250,500,750,180,2,0,1,0.25,0.25,0.25,0.25,0.15,0.15,0.15,0.15,0.15,linear,0.025,FALSE,EQ,H1,2,fixmodel_cal,0.8469,0,10000
4,250,0,250,500,750,180,2,0,1,0.25,0.25,0.25,0.25,0.15,0.15,0.15,0.15,0.15,linear,0.025,FALSE,EQ,H1,2,mixmodel,0.884,0,10000
4,250,0,250,500,750,180,2,0,1,0.25,0.25,0.25,0.25,0.15,0.15,0.15,0.15,0.15,linear,0.025,FALSE,EQ,H1,2,mixmodel_AR1,0.895,0,10000
4,250,0,250,500,750,180,2,0,1,0.25,0.25,0.25,0.25,0.15,0.15,0.15,0.15,0.15,linear,0.025,FALSE,EQ,H1,2,mixmodel_AR1_cal,0.9002,0,10000
4,250,0,250,500,750,180,2,0,1,0.25,0.25,0.25,0.25,0.15,0.15,0.15,0.15,0.15,linear,0.025,FALSE,EQ,H1,2,mixmodel_cal,0.8964,0,10000
