num_arms,n_arm,d1,d2,d3,d4,d5,d6,d7,d8,d9,d10,unit_size,period_blocks,mu0,sigma,theta1,theta2,theta3,theta4,theta5,theta6,theta7,theta8,theta9,theta10,lambda0,lambda1,lambda2,lambda3,lambda4,lambda5,lambda6,lambda7,lambda8,lambda9,lambda10,trend,alpha,ci,timetrend,hypothesis,study_arm,model,reject_h0
10,1000,0,1000,2000,3000,4000,5000,6000,7000,8000,9000,250,2,0,1,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0,0,0,0,0,0,0,0,0,0,0,linear,0.025,FALSE,EQ,H1,5,fixmodel,0.866
10,1000,0,1000,2000,3000,4000,5000,6000,7000,8000,9000,250,2,0,1,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0,0,0,0,0,0,0,0,0,0,0,linear,0.025,FALSE,EQ,H1,5,fixmodel_cal,0.8677
10,1000,0,1000,2000,3000,4000,5000,6000,7000,8000,9000,250,2,0,1,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0,0,0,0,0,0,0,0,0,0,0,linear,0.025,FALSE,EQ,H1,5,mixmodel,0.9254
10,1000,0,1000,2000,3000,4000,5000,6000,7000,8000,9000,250,2,0,1,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0,0,0,0,0,0,0,0,0,0,0,linear,0.025,FALSE,EQ,H1,5,mixmodel_cal,0.9288
10,1000,0,1000,2000,3000,4000,5000,6000,7000,8000,9000,250,2,0,1,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0,0,0,0,0,0,0,0,0,0,0,linear,0.025,FALSE,EQ,H1,5,sepmodel,0.8211
10,1000,0,1000,2000,3000,4000,5000,6000,7000,8000,9000,250,2,0,1,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0,0,0,0,0,0,0,0,0,0,0,linear,0.025,FALSE,EQ,H1,6,fixmodel,0.8715
10,1000,0,1000,2000,3000,4000,5000,6000,7000,8000,9000,250,2,0,1,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0,0,0,0,0,0,0,0,0,0,0,linear,0.025,FALSE,EQ,H1,6,fixmodel_cal,0.873
10,1000,0,1000,2000,3000,4000,5000,6000,7000,8000,9000,250,2,0,1,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0,0,0,0,0,0,0,0,0,0,0,linear,0.025,FALSE,EQ,H1,6,mixmodel,0.9337
10,1000,0,1000,2000,3000,4000,5000,6000,7000,8000,9000,250,2,0,1,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0,0,0,0,0,0,0,0,0,0,0,linear,0.025,FALSE,EQ,H1,6,mixmodel_cal,0.9343
10,1000,0,1000,2000,3000,4000,5000,6000,7000,8000,9000,250,2,0,1,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0,0,0,0,0,0,0,0,0,0,0,linear,0.025,FALSE,EQ,H1,6,sepmodel,0.8227
10,1000,0,1000,2000,3000,4000,5000,6000,7000,8000,9000,250,2,0,1,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0,0,0,0,0,0,0,0,0,0,0,linear,0.025,FALSE,EQ,H1,7,fixmodel,0.8782
10,1000,0,1000,2000,3000,4000,5000,6000,7000,8000,9000,250,2,0,1,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0,0,0,0,0,0,0,0,0,0,0,linear,0.025,FALSE,EQ,H1,7,fixmodel_cal,0.878
10,1000,0,1000,2000,3000,4000,5000,6000,7000,8000,9000,250,2,0,1,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0,0,0,0,0,0,0,0,0,0,0,linear,0.025,FALSE,EQ,H1,7,mixmodel,0.9404
10,1000,0,1000,2000,3000,4000,5000,6000,7000,8000,9000,250,2,0,1,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0,0,0,0,0,0,0,0,0,0,0,linear,0.025,FALSE,EQ,H1,7,mixmodel_cal,0.9421
10,1000,0,1000,2000,3000,4000,5000,6000,7000,8000,9000,250,2,0,1,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0,0,0,0,0,0,0,0,0,0,0,linear,0.025,FALSE,EQ,H1,7,sepmodel,0.8316
10,1000,0,1000,2000,3000,4000,5000,6000,7000,8000,9000,250,2,0,1,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0,0,0,0,0,0,0,0,0,0,0,linear,0.025,FALSE,EQ,H1,8,fixmodel,0.8814
10,1000,0,1000,2000,3000,4000,5000,6000,7000,8000,9000,250,2,0,1,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0,0,0,0,0,0,0,0,0,0,0,linear,0.025,FALSE,EQ,H1,8,fixmodel_cal,0.8841
10,1000,0,1000,2000,3000,4000,5000,6000,7000,8000,9000,250,2,0,1,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0,0,0,0,0,0,0,0,0,0,0,linear,0.025,FALSE,EQ,H1,8,mixmodel,0.943
10,1000,0,1000,2000,3000,4000,5000,6000,7000,8000,9000,250,2,0,1,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0,0,0,0,0,0,0,0,0,0,0,linear,0.025,FALSE,EQ,H1,8,mixmodel_cal,0.9448
10,1000,0,1000,2000,3000,4000,5000,6000,7000,8000,9000,250,2,0,1,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0,0,0,0,0,0,0,0,0,0,0,linear,0.025,FALSE,EQ,H1,8,sepmodel,0.8319
10,1000,0,1000,2000,3000,4000,5000,6000,7000,8000,9000,250,2,0,1,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0,0,0,0,0,0,0,0,0,0,0,linear,0.025,FALSE,EQ,H1,9,fixmodel,0.8831
10,1000,0,1000,2000,3000,4000,5000,6000,7000,8000,9000,250,2,0,1,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0,0,0,0,0,0,0,0,0,0,0,linear,0.025,FALSE,EQ,H1,9,fixmodel_cal,0.8842
10,1000,0,1000,2000,3000,4000,5000,6000,7000,8000,9000,250,2,0,1,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0,0,0,0,0,0,0,0,0,0,0,linear,0.025,FALSE,EQ,H1,9,mixmodel,0.948
10,1000,0,1000,2000,3000,4000,5000,6000,7000,8000,9000,250,2,0,1,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0,0,0,0,0,0,0,0,0,0,0,linear,0.025,FALSE,EQ,H1,9,mixmodel_cal,0.9492
10,1000,0,1000,2000,3000,4000,5000,6000,7000,8000,9000,250,2,0,1,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0,0,0,0,0,0,0,0,0,0,0,linear,0.025,FALSE,EQ,H1,9,sepmodel,0.831
10,1000,0,1000,2000,3000,4000,5000,6000,7000,8000,9000,250,2,0,1,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0,0,0,0,0,0,0,0,0,0,0,linear,0.025,FALSE,EQ,H1,10,fixmodel,0.8774
10,1000,0,1000,2000,3000,4000,5000,6000,7000,8000,9000,250,2,0,1,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0,0,0,0,0,0,0,0,0,0,0,linear,0.025,FALSE,EQ,H1,10,fixmodel_cal,0.8792
10,1000,0,1000,2000,3000,4000,5000,6000,7000,8000,9000,250,2,0,1,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0,0,0,0,0,0,0,0,0,0,0,linear,0.025,FALSE,EQ,H1,10,mixmodel,0.9442
10,1000,0,1000,2000,3000,4000,5000,6000,7000,8000,9000,250,2,0,1,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0,0,0,0,0,0,0,0,0,0,0,linear,0.025,FALSE,EQ,H1,10,mixmodel_cal,0.9438
10,1000,0,1000,2000,3000,4000,5000,6000,7000,8000,9000,250,2,0,1,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0,0,0,0,0,0,0,0,0,0,0,linear,0.025,FALSE,EQ,H1,10,sepmodel,0.8271
10,1000,0,1500,3000,4500,6000,7500,9000,10500,12000,13500,250,2,0,1,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0,0,0,0,0,0,0,0,0,0,0,linear,0.025,FALSE,EQ,H1,2,fixmodel,0.8441
10,1000,0,1500,3000,4500,6000,7500,9000,10500,12000,13500,250,2,0,1,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0,0,0,0,0,0,0,0,0,0,0,linear,0.025,FALSE,EQ,H1,2,fixmodel_cal,0.8527
10,1000,0,1500,3000,4500,6000,7500,9000,10500,12000,13500,250,2,0,1,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0,0,0,0,0,0,0,0,0,0,0,linear,0.025,FALSE,EQ,H1,2,mixmodel,0.8938
10,1000,0,1500,3000,4500,6000,7500,9000,10500,12000,13500,250,2,0,1,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0,0,0,0,0,0,0,0,0,0,0,linear,0.025,FALSE,EQ,H1,2,mixmodel_cal,0.9056
10,1000,0,1500,3000,4500,6000,7500,9000,10500,12000,13500,250,2,0,1,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0,0,0,0,0,0,0,0,0,0,0,linear,0.025,FALSE,EQ,H1,2,sepmodel,0.8256
10,1000,0,1500,3000,4500,6000,7500,9000,10500,12000,13500,250,2,0,1,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0,0,0,0,0,0,0,0,0,0,0,linear,0.025,FALSE,EQ,H1,3,fixmodel,0.8539
10,1000,0,1500,3000,4500,6000,7500,9000,10500,12000,13500,250,2,0,1,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0,0,0,0,0,0,0,0,0,0,0,linear,0.025,FALSE,EQ,H1,3,fixmodel_cal,0.8621
10,1000,0,1500,3000,4500,6000,7500,9000,10500,12000,13500,250,2,0,1,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0,0,0,0,0,0,0,0,0,0,0,linear,0.025,FALSE,EQ,H1,3,mixmodel,0.9231
10,1000,0,1500,3000,4500,6000,7500,9000,10500,12000,13500,250,2,0,1,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0,0,0,0,0,0,0,0,0,0,0,linear,0.025,FALSE,EQ,H1,3,mixmodel_cal,0.9322
10,1000,0,1500,3000,4500,6000,7500,9000,10500,12000,13500,250,2,0,1,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0,0,0,0,0,0,0,0,0,0,0,linear,0.025,FALSE,EQ,H1,3,sepmodel,0.8298
10,1000,0,1500,3000,4500,6000,7500,9000,10500,12000,13500,250,2,0,1,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0,0,0,0,0,0,0,0,0,0,0,linear,0.025,FALSE,EQ,H1,4,fixmodel,0.8548
10,1000,0,1500,3000,4500,6000,7500,9000,10500,12000,13500,250,2,0,1,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0,0,0,0,0,0,0,0,0,0,0,linear,0.025,FALSE,EQ,H1,4,fixmodel_cal,0.8622
10,1000,0,1500,3000,4500,6000,7500,9000,10500,12000,13500,250,2,0,1,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0,0,0,0,0,0,0,0,0,0,0,linear,0.025,FALSE,EQ,H1,4,mixmodel,0.9369
10,1000,0,1500,3000,4500,6000,7500,9000,10500,12000,13500,250,2,0,1,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0,0,0,0,0,0,0,0,0,0,0,linear,0.025,FALSE,EQ,H1,4,mixmodel_cal,0.9431
10,1000,0,1500,3000,4500,6000,7500,9000,10500,12000,13500,250,2,0,1,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0,0,0,0,0,0,0,0,0,0,0,linear,0.025,FALSE,EQ,H1,4,sepmodel,0.8275
10,1000,0,1500,3000,4500,6000,7500,9000,10500,12000,13500,250,2,0,1,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0,0,0,0,0,0,0,0,0,0,0,linear,0.025,FALSE,EQ,H1,5,fixmodel,0.8544
10,1000,0,1500,3000,4500,6000,7500,9000,10500,12000,13500,250,2,0,1,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0,0,0,0,0,0,0,0,0,0,0,linear,0.025,FALSE,EQ,H1,5,fixmodel_cal,0.8605
10,1000,0,1500,3000,4500,6000,7500,9000,10500,12000,13500,250,2,0,1,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0,0,0,0,0,0,0,0,0,0,0,linear,0.025,FALSE,EQ,H1,5,mixmodel,0.946
10,1000,0,1500,3000,4500,6000,7500,9000,10500,12000,13500,250,2,0,1,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0,0,0,0,0,0,0,0,0,0,0,linear,0.025,FALSE,EQ,H1,5,mixmodel_cal,0.9507
10,1000,0,1500,3000,4500,6000,7500,9000,10500,12000,13500,250,2,0,1,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0,0,0,0,0,0,0,0,0,0,0,linear,0.025,FALSE,EQ,H1,5,sepmodel,0.8288
10,1000,0,1500,3000,4500,6000,7500,9000,10500,12000,13500,250,2,0,1,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0,0,0,0,0,0,0,0,0,0,0,linear,0.025,FALSE,EQ,H1,6,fixmodel,0.8486
10,1000,0,1500,3000,4500,6000,7500,9000,10500,12000,13500,250,2,0,1,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0,0,0,0,0,0,0,0,0,0,0,linear,0.025,FALSE,EQ,H1,6,fixmodel_cal,0.8525
10,1000,0,1500,3000,4500,6000,7500,9000,10500,12000,13500,250,2,0,1,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0,0,0,0,0,0,0,0,0,0,0,linear,0.025,FALSE,EQ,H1,6,mixmodel,0.9482
10,1000,0,1500,3000,4500,6000,7500,9000,10500,12000,13500,250,2,0,1,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0,0,0,0,0,0,0,0,0,0,0,linear,0.025,FALSE,EQ,H1,6,mixmodel_cal,0.9524
10,1000,0,1500,3000,4500,6000,7500,9000,10500,12000,13500,250,2,0,1,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0,0,0,0,0,0,0,0,0,0,0,linear,0.025,FALSE,EQ,H1,6,sepmodel,0.8251
10,1000,0,1500,3000,4500,6000,7500,9000,10500,12000,13500,250,2,0,1,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0,0,0,0,0,0,0,0,0,0,0,linear,0.025,FALSE,EQ,H1,7,fixmodel,0.8553
10,1000,0,1500,3000,4500,6000,7500,9000,10500,12000,13500,250,2,0,1,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0,0,0,0,0,0,0,0,0,0,0,linear,0.025,FALSE,EQ,H1,7,fixmodel_cal,0.8573
10,1000,0,1500,3000,4500,6000,7500,9000,10500,12000,13500,250,2,0,1,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0,0,0,0,0,0,0,0,0,0,0,linear,0.025,FALSE,EQ,H1,7,mixmodel,0.9516
10,1000,0,1500,3000,4500,6000,7500,9000,10500,12000,13500,250,2,0,1,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0,0,0,0,0,0,0,0,0,0,0,linear,0.025,FALSE,EQ,H1,7,mixmodel_cal,0.9588
10,1000,0,1500,3000,4500,6000,7500,9000,10500,12000,13500,250,2,0,1,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0,0,0,0,0,0,0,0,0,0,0,linear,0.025,FALSE,EQ,H1,7,sepmodel,0.8291
10,1000,0,1500,3000,4500,6000,7500,9000,10500,12000,13500,250,2,0,1,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0,0,0,0,0,0,0,0,0,0,0,linear,0.025,FALSE,EQ,H1,8,fixmodel,0.8582
10,1000,0,1500,3000,4500,6000,7500,9000,10500,12000,13500,250,2,0,1,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0,0,0,0,0,0,0,0,0,0,0,linear,0.025,FALSE,EQ,H1,8,fixmodel_cal,0.858
10,1000,0,1500,3000,4500,6000,7500,9000,10500,12000,13500,250,2,0,1,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0,0,0,0,0,0,0,0,0,0,0,linear,0.025,FALSE,EQ,H1,8,mixmodel,0.9546
10,1000,0,1500,3000,4500,6000,7500,9000,10500,12000,13500,250,2,0,1,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0,0,0,0,0,0,0,0,0,0,0,linear,0.025,FALSE,EQ,H1,8,mixmodel_cal,0.961
10,1000,0,1500,3000,4500,6000,7500,9000,10500,12000,13500,250,2,0,1,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0,0,0,0,0,0,0,0,0,0,0,linear,0.025,FALSE,EQ,H1,8,sepmodel,0.828
10,1000,0,1500,3000,4500,6000,7500,9000,10500,12000,13500,250,2,0,1,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0,0,0,0,0,0,0,0,0,0,0,linear,0.025,FALSE,EQ,H1,9,fixmodel,0.8529
10,1000,0,1500,3000,4500,6000,7500,9000,10500,12000,13500,250,2,0,1,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0,0,0,0,0,0,0,0,0,0,0,linear,0.025,FALSE,EQ,H1,9,fixmodel_cal,0.852
10,1000,0,1500,3000,4500,6000,7500,9000,10500,12000,13500,250,2,0,1,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0,0,0,0,0,0,0,0,0,0,0,linear,0.025,FALSE,EQ,H1,9,mixmodel,0.9592
10,1000,0,1500,3000,4500,6000,7500,9000,10500,12000,13500,250,2,0,1,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0,0,0,0,0,0,0,0,0,0,0,linear,0.025,FALSE,EQ,H1,9,mixmodel_cal,0.9644
10,1000,0,1500,3000,4500,6000,7500,9000,10500,12000,13500,250,2,0,1,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0,0,0,0,0,0,0,0,0,0,0,linear,0.025,FALSE,EQ,H1,9,sepmodel,0.8246
10,1000,0,1500,3000,4500,6000,7500,9000,10500,12000,13500,250,2,0,1,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0,0,0,0,0,0,0,0,0,0,0,linear,0.025,FALSE,EQ,H1,10,fixmodel,0.8595
10,1000,0,1500,3000,4500,6000,7500,9000,10500,12000,13500,250,2,0,1,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0,0,0,0,0,0,0,0,0,0,0,linear,0.025,FALSE,EQ,H1,10,fixmodel_cal,0.8598
10,1000,0,1500,3000,4500,6000,7500,9000,10500,12000,13500,250,2,0,1,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0,0,0,0,0,0,0,0,0,0,0,linear,0.025,FALSE,EQ,H1,10,mixmodel,0.9645
10,1000,0,1500,3000,4500,6000,7500,9000,10500,12000,13500,250,2,0,1,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0,0,0,0,0,0,0,0,0,0,0,linear,0.025,FALSE,EQ,H1,10,mixmodel_cal,0.9682
10,1000,0,1500,3000,4500,6000,7500,9000,10500,12000,13500,250,2,0,1,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0,0,0,0,0,0,0,0,0,0,0,linear,0.025,FALSE,EQ,H1,10,sepmodel,0.8286
10,1000,0,2000,4000,6000,8000,10000,12000,14000,16000,18000,250,2,0,1,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0,0,0,0,0,0,0,0,0,0,0,linear,0.025,FALSE,EQ,H1,2,fixmodel,0.8324
10,1000,0,2000,4000,6000,8000,10000,12000,14000,16000,18000,250,2,0,1,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0,0,0,0,0,0,0,0,0,0,0,linear,0.025,FALSE,EQ,H1,2,fixmodel_cal,0.8326
10,1000,0,2000,4000,6000,8000,10000,12000,14000,16000,18000,250,2,0,1,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0,0,0,0,0,0,0,0,0,0,0,linear,0.025,FALSE,EQ,H1,2,mixmodel,0.8975
10,1000,0,2000,4000,6000,8000,10000,12000,14000,16000,18000,250,2,0,1,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0,0,0,0,0,0,0,0,0,0,0,linear,0.025,FALSE,EQ,H1,2,mixmodel_cal,0.9182
10,1000,0,2000,4000,6000,8000,10000,12000,14000,16000,18000,250,2,0,1,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0,0,0,0,0,0,0,0,0,0,0,linear,0.025,FALSE,EQ,H1,2,sepmodel,0.8329
10,1000,0,2000,4000,6000,8000,10000,12000,14000,16000,18000,250,2,0,1,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0,0,0,0,0,0,0,0,0,0,0,linear,0.025,FALSE,EQ,H1,3,fixmodel,0.8274
10,1000,0,2000,4000,6000,8000,10000,12000,14000,16000,18000,250,2,0,1,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0,0,0,0,0,0,0,0,0,0,0,linear,0.025,FALSE,EQ,H1,3,fixmodel_cal,0.8273
10,1000,0,2000,4000,6000,8000,10000,12000,14000,16000,18000,250,2,0,1,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0,0,0,0,0,0,0,0,0,0,0,linear,0.025,FALSE,EQ,H1,3,mixmodel,0.9195
10,1000,0,2000,4000,6000,8000,10000,12000,14000,16000,18000,250,2,0,1,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0,0,0,0,0,0,0,0,0,0,0,linear,0.025,FALSE,EQ,H1,3,mixmodel_cal,0.9415
10,1000,0,2000,4000,6000,8000,10000,12000,14000,16000,18000,250,2,0,1,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0,0,0,0,0,0,0,0,0,0,0,linear,0.025,FALSE,EQ,H1,3,sepmodel,0.8276
10,1000,0,2000,4000,6000,8000,10000,12000,14000,16000,18000,250,2,0,1,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0,0,0,0,0,0,0,0,0,0,0,linear,0.025,FALSE,EQ,H1,4,fixmodel,0.8297
10,1000,0,2000,4000,6000,8000,10000,12000,14000,16000,18000,250,2,0,1,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0,0,0,0,0,0,0,0,0,0,0,linear,0.025,FALSE,EQ,H1,4,fixmodel_cal,0.8299
10,1000,0,2000,4000,6000,8000,10000,12000,14000,16000,18000,250,2,0,1,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0,0,0,0,0,0,0,0,0,0,0,linear,0.025,FALSE,EQ,H1,4,mixmodel,0.9319
10,1000,0,2000,4000,6000,8000,10000,12000,14000,16000,18000,250,2,0,1,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0,0,0,0,0,0,0,0,0,0,0,linear,0.025,FALSE,EQ,H1,4,mixmodel_cal,0.9537
10,1000,0,2000,4000,6000,8000,10000,12000,14000,16000,18000,250,2,0,1,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0,0,0,0,0,0,0,0,0,0,0,linear,0.025,FALSE,EQ,H1,4,sepmodel,0.8308
10,1000,0,2000,4000,6000,8000,10000,12000,14000,16000,18000,250,2,0,1,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0,0,0,0,0,0,0,0,0,0,0,linear,0.025,FALSE,EQ,H1,5,fixmodel,0.8299
10,1000,0,2000,4000,6000,8000,10000,12000,14000,16000,18000,250,2,0,1,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0,0,0,0,0,0,0,0,0,0,0,linear,0.025,FALSE,EQ,H1,5,fixmodel_cal,0.8302
10,1000,0,2000,4000,6000,8000,10000,12000,14000,16000,18000,250,2,0,1,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0,0,0,0,0,0,0,0,0,0,0,linear,0.025,FALSE,EQ,H1,5,mixmodel,0.9433
10,1000,0,2000,4000,6000,8000,10000,12000,14000,16000,18000,250,2,0,1,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0,0,0,0,0,0,0,0,0,0,0,linear,0.025,FALSE,EQ,H1,5,mixmodel_cal,0.9608
10,1000,0,2000,4000,6000,8000,10000,12000,14000,16000,18000,250,2,0,1,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0,0,0,0,0,0,0,0,0,0,0,linear,0.025,FALSE,EQ,H1,5,sepmodel,0.8296
10,1000,0,2000,4000,6000,8000,10000,12000,14000,16000,18000,250,2,0,1,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0,0,0,0,0,0,0,0,0,0,0,linear,0.025,FALSE,EQ,H1,6,fixmodel,0.8323
10,1000,0,2000,4000,6000,8000,10000,12000,14000,16000,18000,250,2,0,1,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0,0,0,0,0,0,0,0,0,0,0,linear,0.025,FALSE,EQ,H1,6,fixmodel_cal,0.8323
10,1000,0,2000,4000,6000,8000,10000,12000,14000,16000,18000,250,2,0,1,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0,0,0,0,0,0,0,0,0,0,0,linear,0.025,FALSE,EQ,H1,6,mixmodel,0.9483
10,1000,0,2000,4000,6000,8000,10000,12000,14000,16000,18000,250,2,0,1,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0,0,0,0,0,0,0,0,0,0,0,linear,0.025,FALSE,EQ,H1,6,mixmodel_cal,0.9654
10,1000,0,2000,4000,6000,8000,10000,12000,14000,16000,18000,250,2,0,1,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0,0,0,0,0,0,0,0,0,0,0,linear,0.025,FALSE,EQ,H1,6,sepmodel,0.8316
