num_arms,n_arm,d1,d2,d3,d4,period_blocks,mu0,sigma,theta1,theta2,theta3,theta4,lambda0,lambda1,lambda2,lambda3,lambda4,trend,alpha,ncc,unit_size,n_wave,N_peak,ci,study_arm,model,reject_h0,bias,MSE,failed,nsim
4,250,0,250,500,750,2,0,1,0.25,0.25,0.25,0.25,-0.25,-0.25,-0.25,-0.25,-0.25,stepwise_2,0.025,TRUE,25,NA,NA,FALSE,2,mixmodel_AR1,0.7831,-0.014256375932265837,0.007604785790164373,0,10000
4,250,0,250,500,750,2,0,1,0.25,0.25,0.25,0.25,-0.25,-0.25,-0.25,-0.25,-0.25,stepwise_2,0.025,TRUE,25,NA,NA,FALSE,2,mixmodel_AR1_cal,0.7603,-0.022908924247392114,0.007797353879237448,0,10000
4,250,0,250,500,750,2,0,1,0.25,0.25,0.25,0.25,-0.25,-0.25,-0.25,-0.25,-0.25,stepwise_2,0.025,TRUE,25,NA,NA,FALSE,2,mixmodel_cal,0.4556,-0.09624271743411511,0.01662126441302334,0,10000
4,250,0,250,500,750,2,0,1,0.25,0.25,0.25,0.25,-0.25,-0.25,-0.25,-0.25,-0.25,stepwise_2,0.025,TRUE,25,NA,NA,FALSE,2,sepmodel,0.7823,4.118246149605661e-4,0.007900248610372466,0,10000
4,250,0,250,500,750,2,0,1,0.25,0.25,0.25,0.25,-0.25,-0.25,-0.25,-0.25,-0.25,stepwise_2,0.025,TRUE,25,NA,NA,FALSE,3,fixmodel,0.8384,5.326006842103089e-4,0.007119493968378608,0,10000
4,250,0,250,500,750,2,0,1,0.25,0.25,0.25,0.25,-0.25,-0.25,-0.25,-0.25,-0.25,stepwise_2,0.025,TRUE,25,NA,NA,FALSE,3,mixmodel,0.7742,-0.019055497364695653,0.007608052991097472,0,10000
4,250,0,250,500,750,2,0,1,0.25,0.25,0.25,0.25,-0.25,-0.25,-0.25,-0.25,-0.25,stepwise_2,0.025,TRUE,25,NA,NA,FALSE,3,mixmodel_AR1,0.7797,-0.01797954460623546,0.007540832718643178,0,10000
4,250,0,250,500,750,2,0,1,0.25,0.25,0.25,0.25,-0.25,-0.25,-0.25,-0.25,-0.25,stepwise_2,0.025,TRUE,25,NA,NA,FALSE,3,mixmodel_AR1_cal,0.7524,-0.027840691046280435,0.007894096204695621,0,10000
4,250,0,250,500,750,2,0,1,0.25,0.25,0.25,0.25,-0.25,-0.25,-0.25,-0.25,-0.25,stepwise_2,0.025,TRUE,25,NA,NA,FALSE,3,mixmodel_cal,0.2174,-0.15534882878585987,0.03150355235780139,0,10000
4,250,0,250,500,750,2,0,1,0.25,0.25,0.25,0.25,-0.25,-0.25,-0.25,-0.25,-0.25,stepwise_2,0.025,TRUE,25,NA,NA,FALSE,3,sepmodel,0.7988,1.964708817965044e-4,0.007818543824982071,0,10000
4,250,0,250,500,750,2,0,1,0.25,0.25,0.25,0.25,-0.25,-0.25,-0.25,-0.25,-0.25,stepwise_2,0.025,TRUE,25,NA,NA,FALSE,4,fixmodel,0.8386,7.365367758935435e-4,0.007287977513397723,0,10000
4,250,0,250,500,750,2,0,1,0.25,0.25,0.25,0.25,-0.25,-0.25,-0.25,-0.25,-0.25,stepwise_2,0.025,TRUE,25,NA,NA,FALSE,4,mixmodel,0.7647,-0.023082336192752212,0.007966791581664637,0,10000
4,250,0,250,500,750,2,0,1,0.25,0.25,0.25,0.25,-0.25,-0.25,-0.25,-0.25,-0.25,stepwise_2,0.025,TRUE,25,NA,NA,FALSE,4,mixmodel_AR1,0.7788,-0.019221643940997245,0.007746002970326757,0,10000
4,250,0,250,500,750,2,0,1,0.25,0.25,0.25,0.25,-0.25,-0.25,-0.25,-0.25,-0.25,stepwise_2,0.025,TRUE,25,NA,NA,FALSE,4,mixmodel_AR1_cal,0.7429,-0.02966203347155871,0.008213640637010317,0,10000
4,250,0,250,500,750,2,0,1,0.25,0.25,0.25,0.25,-0.25,-0.25,-0.25,-0.25,-0.25,stepwise_2,0.025,TRUE,25,NA,NA,FALSE,4,mixmodel_cal,0.1796,-0.17231576359888215,0.037224717233372784,0,10000
4,250,0,250,500,750,2,0,1,0.25,0.25,0.25,0.25,-0.25,-0.25,-0.25,-0.25,-0.25,stepwise_2,0.025,TRUE,25,NA,NA,FALSE,4,sepmodel,0.8008,4.4425108275605613e-4,0.00808552246295193,0,10000
4,250,0,250,500,750,2,0,1,0.25,0.25,0.25,0.25,-0.25,-0.25,-0.25,-0.25,-0.25,stepwise_2,0.025,TRUE,50,NA,NA,FALSE,2,fixmodel,0.8306,0.0012297268993467585,0.007528575584191568,0,10000
4,250,0,250,500,750,2,0,1,0.25,0.25,0.25,0.25,-0.25,-0.25,-0.25,-0.25,-0.25,stepwise_2,0.025,TRUE,50,NA,NA,FALSE,2,mixmodel,0.793,-0.01127468987819269,0.007694557865465964,0,10000
4,250,0,250,500,750,2,0,1,0.25,0.25,0.25,0.25,-0.25,-0.25,-0.25,-0.25,-0.25,stepwise_2,0.025,TRUE,50,NA,NA,FALSE,2,mixmodel_AR1,0.7875,-0.013873133068229366,0.007750164851367328,0,10000
4,250,0,250,500,750,2,0,1,0.25,0.25,0.25,0.25,-0.25,-0.25,-0.25,-0.25,-0.25,stepwise_2,0.025,TRUE,50,NA,NA,FALSE,2,mixmodel_AR1_cal,0.7666,-0.02192919555928995,0.007918060696180614,0,10000
4,250,0,250,500,750,2,0,1,0.25,0.25,0.25,0.25,-0.25,-0.25,-0.25,-0.25,-0.25,stepwise_2,0.025,TRUE,50,NA,NA,FALSE,2,mixmodel_cal,0.6202,-0.05688311589858996,0.010908761267517272,0,10000
4,250,0,250,500,750,2,0,1,0.25,0.25,0.25,0.25,-0.25,-0.25,-0.25,-0.25,-0.25,stepwise_2,0.025,TRUE,50,NA,NA,FALSE,2,sepmodel,0.7893,0.0015137591608794898,0.008079941238822955,0,10000
4,250,0,250,500,750,2,0,1,0.25,0.25,0.25,0.25,-0.25,-0.25,-0.25,-0.25,-0.25,stepwise_2,0.025,TRUE,50,NA,NA,FALSE,3,fixmodel,0.8445,0.002166047100083743,0.007150025323382291,0,10000
4,250,0,250,500,750,2,0,1,0.25,0.25,0.25,0.25,-0.25,-0.25,-0.25,-0.25,-0.25,stepwise_2,0.025,TRUE,50,NA,NA,FALSE,3,mixmodel,0.7815,-0.017383426928207574,0.007580389872509445,0,10000
4,250,0,250,500,750,2,0,1,0.25,0.25,0.25,0.25,-0.25,-0.25,-0.25,-0.25,-0.25,stepwise_2,0.025,TRUE,50,NA,NA,FALSE,3,mixmodel_AR1,0.7879,-0.016294335730718503,0.007515467580812793,0,10000
4,250,0,250,500,750,2,0,1,0.25,0.25,0.25,0.25,-0.25,-0.25,-0.25,-0.25,-0.25,stepwise_2,0.025,TRUE,50,NA,NA,FALSE,3,mixmodel_AR1_cal,0.7602,-0.025895949992863248,0.007800857350379939,0,10000
4,250,0,250,500,750,2,0,1,0.25,0.25,0.25,0.25,-0.25,-0.25,-0.25,-0.25,-0.25,stepwise_2,0.025,TRUE,50,NA,NA,FALSE,3,mixmodel_cal,0.4793,-0.09250403867168895,0.016186059485202308,0,10000
4,250,0,250,500,750,2,0,1,0.25,0.25,0.25,0.25,-0.25,-0.25,-0.25,-0.25,-0.25,stepwise_2,0.025,TRUE,50,NA,NA,FALSE,3,sepmodel,0.8007,0.002415699104217038,0.007928646670640057,0,10000
4,250,0,250,500,750,2,0,1,0.25,0.25,0.25,0.25,-0.25,-0.25,-0.25,-0.25,-0.25,stepwise_2,0.025,TRUE,50,NA,NA,FALSE,4,fixmodel,0.8443,0.0012706741198758365,0.006970689833618453,0,10000
4,250,0,250,500,750,2,0,1,0.25,0.25,0.25,0.25,-0.25,-0.25,-0.25,-0.25,-0.25,stepwise_2,0.025,TRUE,50,NA,NA,FALSE,4,mixmodel,0.7708,-0.02253390345578659,0.007626941157315746,0,10000
4,250,0,250,500,750,2,0,1,0.25,0.25,0.25,0.25,-0.25,-0.25,-0.25,-0.25,-0.25,stepwise_2,0.025,TRUE,50,NA,NA,FALSE,4,mixmodel_AR1,0.7846,-0.018678741292242732,0.007411605747092666,0,10000
4,250,0,250,500,750,2,0,1,0.25,0.25,0.25,0.25,-0.25,-0.25,-0.25,-0.25,-0.25,stepwise_2,0.025,TRUE,50,NA,NA,FALSE,4,mixmodel_AR1_cal,0.7529,-0.0284709387040467,0.007824219035493756,0,10000
4,250,0,250,500,750,2,0,1,0.25,0.25,0.25,0.25,-0.25,-0.25,-0.25,-0.25,-0.25,stepwise_2,0.025,TRUE,50,NA,NA,FALSE,4,mixmodel_cal,0.426,-0.10532842291843265,0.018616439663308355,0,10000
4,250,0,250,500,750,2,0,1,0.25,0.25,0.25,0.25,-0.25,-0.25,-0.25,-0.25,-0.25,stepwise_2,0.025,TRUE,50,NA,NA,FALSE,4,sepmodel,0.805,0.001443204569634044,0.007810686630627328,0,10000
4,250,0,250,500,750,2,0,1,0.25,0.25,0.25,0.25,-0.25,-0.25,-0.25,-0.25,-0.25,stepwise_2,0.025,TRUE,100,NA,NA,FALSE,2,fixmodel,0.8231,-7.453651325452606e-4,0.0074431597810638624,0,10000
4,250,0,250,500,750,2,0,1,0.25,0.25,0.25,0.25,-0.25,-0.25,-0.25,-0.25,-0.25,stepwise_2,0.025,TRUE,100,NA,NA,FALSE,2,mixmodel,0.7854,-0.013291732753677473,0.007664620369691855,0,10000
4,250,0,250,500,750,2,0,1,0.25,0.25,0.25,0.25,-0.25,-0.25,-0.25,-0.25,-0.25,stepwise_2,0.025,TRUE,100,NA,NA,FALSE,2,mixmodel_AR1,0.7787,-0.015914895494155572,0.007739467176712404,0,10000
4,250,0,250,500,750,2,0,1,0.25,0.25,0.25,0.25,-0.25,-0.25,-0.25,-0.25,-0.25,stepwise_2,0.025,TRUE,100,NA,NA,FALSE,2,mixmodel_AR1_cal,0.7526,-0.028146248908472324,0.007902756571937345,0,10000
4,250,0,250,500,750,2,0,1,0.25,0.25,0.25,0.25,-0.25,-0.25,-0.25,-0.25,-0.25,stepwise_2,0.025,TRUE,100,NA,NA,FALSE,2,mixmodel_cal,0.709,-0.038289104196349705,0.008684197759538504,0,10000
4,250,0,250,500,750,2,0,1,0.25,0.25,0.25,0.25,-0.25,-0.25,-0.25,-0.25,-0.25,stepwise_2,0.025,TRUE,100,NA,NA,FALSE,2,sepmodel,0.7825,-7.276304078269793e-4,0.008078829925647138,0,10000
4,250,0,250,500,750,2,0,1,0.25,0.25,0.25,0.25,-0.25,-0.25,-0.25,-0.25,-0.25,stepwise_2,0.025,TRUE,100,NA,NA,FALSE,3,fixmodel,0.8348,-1.4812796422624977e-4,0.00726369454608315,0,10000
4,250,0,250,500,750,2,0,1,0.25,0.25,0.25,0.25,-0.25,-0.25,-0.25,-0.25,-0.25,stepwise_2,0.025,TRUE,100,NA,NA,FALSE,3,mixmodel,0.7697,-0.01973138184356696,0.007792643463110574,0,10000
4,250,0,250,500,750,2,0,1,0.25,0.25,0.25,0.25,-0.25,-0.25,-0.25,-0.25,-0.25,stepwise_2,0.025,TRUE,100,NA,NA,FALSE,3,mixmodel_AR1,0.7749,-0.018641537478253235,0.0077232502036427364,0,10000
4,250,0,250,500,750,2,0,1,0.25,0.25,0.25,0.25,-0.25,-0.25,-0.25,-0.25,-0.25,stepwise_2,0.025,TRUE,100,NA,NA,FALSE,3,mixmodel_AR1_cal,0.7358,-0.03074532111964269,0.008235034026964749,0,10000
4,250,0,250,500,750,2,0,1,0.25,0.25,0.25,0.25,-0.25,-0.25,-0.25,-0.25,-0.25,stepwise_2,0.025,TRUE,100,NA,NA,FALSE,3,mixmodel_cal,0.6386,-0.05499600065198768,0.010645177841401312,0,10000
4,250,0,250,500,750,2,0,1,0.25,0.25,0.25,0.25,-0.25,-0.25,-0.25,-0.25,-0.25,stepwise_2,0.025,TRUE,100,NA,NA,FALSE,3,sepmodel,0.7934,-6.239369924722986e-5,0.007969554853569991,0,10000
4,250,0,250,500,750,2,0,1,0.25,0.25,0.25,0.25,-0.25,-0.25,-0.25,-0.25,-0.25,stepwise_2,0.025,TRUE,100,NA,NA,FALSE,4,fixmodel,0.8331,-5.193463672704462e-4,0.007184255388637485,0,10000
4,250,0,250,500,750,2,0,1,0.25,0.25,0.25,0.25,-0.25,-0.25,-0.25,-0.25,-0.25,stepwise_2,0.025,TRUE,100,NA,NA,FALSE,4,mixmodel,0.7627,-0.024372105421689428,0.007939386270161723,0,10000
4,250,0,250,500,750,2,0,1,0.25,0.25,0.25,0.25,-0.25,-0.25,-0.25,-0.25,-0.25,stepwise_2,0.025,TRUE,100,NA,NA,FALSE,4,mixmodel_AR1,0.7766,-0.020509200660507567,0.007703174639096293,0,10000
4,250,0,250,500,750,2,0,1,0.25,0.25,0.25,0.25,-0.25,-0.25,-0.25,-0.25,-0.25,stepwise_2,0.025,TRUE,100,NA,NA,FALSE,4,mixmodel_AR1_cal,0.7246,-0.03614057566328384,0.008520063107186523,0,10000
4,250,0,250,500,750,2,0,1,0.25,0.25,0.25,0.25,-0.25,-0.25,-0.25,-0.25,-0.25,stepwise_2,0.025,TRUE,100,NA,NA,FALSE,4,mixmodel_cal,0.5805,-0.07008631178311832,0.012466481716941324,0,10000
4,250,0,250,500,750,2,0,1,0.25,0.25,0.25,0.25,-0.25,-0.25,-0.25,-0.25,-0.25,stepwise_2,0.025,TRUE,100,NA,NA,FALSE,4,sepmodel,0.7942,-5.382275118966932e-4,0.008003658928954657,0,10000
4,250,0,250,500,750,2,0,1,0.25,0.25,0.25,0.25,-0.125,-0.125,-0.125,-0.125,-0.125,stepwise_2,0.025,TRUE,25,NA,NA,FALSE,2,fixmodel,0.8206,9.074531986502229e-4,0.0076462870470180196,0,10000
4,250,0,250,500,750,2,0,1,0.25,0.25,0.25,0.25,-0.125,-0.125,-0.125,-0.125,-0.125,stepwise_2,0.025,TRUE,25,NA,NA,FALSE,2,mixmodel,0.7612,-0.02068199445872979,0.008176321585947544,0,10000
4,250,0,250,500,750,2,0,1,0.25,0.25,0.25,0.25,-0.125,-0.125,-0.125,-0.125,-0.125,stepwise_2,0.025,TRUE,25,NA,NA,FALSE,2,mixmodel_AR1,0.7452,-0.02693259321854296,0.008560349247862802,0,10000
4,250,0,250,500,750,2,0,1,0.25,0.25,0.25,0.25,-0.125,-0.125,-0.125,-0.125,-0.125,stepwise_2,0.025,TRUE,25,NA,NA,FALSE,2,mixmodel_AR1_cal,0.726,-0.033306046268267615,0.008843967716136323,0,10000
4,250,0,250,500,750,2,0,1,0.25,0.25,0.25,0.25,-0.125,-0.125,-0.125,-0.125,-0.125,stepwise_2,0.025,TRUE,25,NA,NA,FALSE,2,mixmodel_cal,0.5842,-0.07152472964805644,0.012040912726795118,0,10000
4,250,0,250,500,750,2,0,1,0.25,0.25,0.25,0.25,-0.125,-0.125,-0.125,-0.125,-0.125,stepwise_2,0.025,TRUE,25,NA,NA,FALSE,2,sepmodel,0.7929,0.0010358778382183599,0.008245972820171704,0,10000
4,250,0,250,500,750,2,0,1,0.25,0.25,0.25,0.25,-0.125,-0.125,-0.125,-0.125,-0.125,stepwise_2,0.025,TRUE,25,NA,NA,FALSE,3,fixmodel,0.8339,7.343388345580665e-4,0.007237909448119535,0,10000
4,250,0,250,500,750,2,0,1,0.25,0.25,0.25,0.25,-0.125,-0.125,-0.125,-0.125,-0.125,stepwise_2,0.025,TRUE,25,NA,NA,FALSE,3,mixmodel,0.7223,-0.034027880053917506,0.008782497560118833,0,10000
4,250,0,250,500,750,2,0,1,0.25,0.25,0.25,0.25,-0.125,-0.125,-0.125,-0.125,-0.125,stepwise_2,0.025,TRUE,25,NA,NA,FALSE,3,mixmodel_AR1,0.7202,-0.03510693878408153,0.009092684315860345,0,10000
4,250,0,250,500,750,2,0,1,0.25,0.25,0.25,0.25,-0.125,-0.125,-0.125,-0.125,-0.125,stepwise_2,0.025,TRUE,25,NA,NA,FALSE,3,mixmodel_AR1_cal,0.6906,-0.04419269181752961,0.01007246177136491,0,10000
4,250,0,250,500,750,2,0,1,0.25,0.25,0.25,0.25,-0.125,-0.125,-0.125,-0.125,-0.125,stepwise_2,0.025,TRUE,25,NA,NA,FALSE,3,mixmodel_cal,0.3989,-0.1138893620043594,0.019316738218855326,0,10000
4,250,0,250,500,750,2,0,1,0.25,0.25,0.25,0.25,-0.125,-0.125,-0.125,-0.125,-0.125,stepwise_2,0.025,TRUE,25,NA,NA,FALSE,3,sepmodel,0.7973,9.236047641163666e-4,0.00791449586194379,0,10000
4,250,0,250,500,750,2,0,1,0.25,0.25,0.25,0.25,-0.125,-0.125,-0.125,-0.125,-0.125,stepwise_2,0.025,TRUE,25,NA,NA,FALSE,4,fixmodel,0.8359,-4.287363774725787e-4,0.007193216764668693,0,10000
4,250,0,250,500,750,2,0,1,0.25,0.25,0.25,0.25,-0.125,-0.125,-0.125,-0.125,-0.125,stepwise_2,0.025,TRUE,25,NA,NA,FALSE,4,mixmodel,0.7026,-0.04160320025063003,0.009277347153319737,0,10000
4,250,0,250,500,750,2,0,1,0.25,0.25,0.25,0.25,-0.125,-0.125,-0.125,-0.125,-0.125,stepwise_2,0.025,TRUE,25,NA,NA,FALSE,4,mixmodel_AR1,0.7195,-0.03728515289674634,0.009172338157791126,0,10000
4,250,0,250,500,750,2,0,1,0.25,0.25,0.25,0.25,-0.125,-0.125,-0.125,-0.125,-0.125,stepwise_2,0.025,TRUE,25,NA,NA,FALSE,4,mixmodel_AR1_cal,0.6807,-0.04712333083031542,0.010441507927202512,0,10000
4,250,0,250,500,750,2,0,1,0.25,0.25,0.25,0.25,-0.125,-0.125,-0.125,-0.125,-0.125,stepwise_2,0.025,TRUE,25,NA,NA,FALSE,4,mixmodel_cal,0.3456,-0.12763465856797873,0.022512814628574875,0,10000
4,250,0,250,500,750,2,0,1,0.25,0.25,0.25,0.25,-0.125,-0.125,-0.125,-0.125,-0.125,stepwise_2,0.025,TRUE,25,NA,NA,FALSE,4,sepmodel,0.7978,-4.5292748379656514e-4,0.007938254752401447,0,10000
4,250,0,250,500,750,2,0,1,0.25,0.25,0.25,0.25,-0.125,-0.125,-0.125,-0.125,-0.125,stepwise_2,0.025,TRUE,50,NA,NA,FALSE,2,fixmodel,0.8284,9.54808403298876e-4,0.007462720867731425,0,10000
4,250,0,250,500,750,2,0,1,0.25,0.25,0.25,0.25,-0.125,-0.125,-0.125,-0.125,-0.125,stepwise_2,0.025,TRUE,50,NA,NA,FALSE,2,mixmodel,0.7669,-0.02055093599263486,0.007985335885847407,0,10000
4,250,0,250,500,750,2,0,1,0.25,0.25,0.25,0.25,-0.125,-0.125,-0.125,-0.125,-0.125,stepwise_2,0.025,TRUE,50,NA,NA,FALSE,2,mixmodel_AR1,0.7482,-0.026751578748851812,0.008366032437214685,0,10000
4,250,0,250,500,750,2,0,1,0.25,0.25,0.25,0.25,-0.125,-0.125,-0.125,-0.125,-0.125,stepwise_2,0.025,TRUE,50,NA,NA,FALSE,2,mixmodel_AR1_cal,0.7332,-0.03147539689601448,0.008573028175310528,0,10000
4,250,0,250,500,750,2,0,1,0.25,0.25,0.25,0.25,-0.125,-0.125,-0.125,-0.125,-0.125,stepwise_2,0.025,TRUE,50,NA,NA,FALSE,2,mixmodel_cal,0.6196,-0.061527081721079756,0.010847413536148862,0,10000
4,250,0,250,500,750,2,0,1,0.25,0.25,0.25,0.25,-0.125,-0.125,-0.125,-0.125,-0.125,stepwise_2,0.025,TRUE,50,NA,NA,FALSE,2,sepmodel,0.7983,9.445820794629583e-4,0.007987296115818922,0,10000
4,250,0,250,500,750,2,0,1,0.25,0.25,0.25,0.25,-0.125,-0.125,-0.125,-0.125,-0.125,stepwise_2,0.025,TRUE,50,NA,NA,FALSE,3,fixmodel,0.8283,7.81501890113493e-4,0.007406632671874334,0,10000
4,250,0,250,500,750,2,0,1,0.25,0.25,0.25,0.25,-0.125,-0.125,-0.125,-0.125,-0.125,stepwise_2,0.025,TRUE,50,NA,NA,FALSE,3,mixmodel,0.7237,-0.03396155202882902,0.008926528166259431,0,10000
4,250,0,250,500,750,2,0,1,0.25,0.25,0.25,0.25,-0.125,-0.125,-0.125,-0.125,-0.125,stepwise_2,0.025,TRUE,50,NA,NA,FALSE,3,mixmodel_AR1,0.721,-0.03509952686438051,0.009236373898856327,0,10000
4,250,0,250,500,750,2,0,1,0.25,0.25,0.25,0.25,-0.125,-0.125,-0.125,-0.125,-0.125,stepwise_2,0.025,TRUE,50,NA,NA,FALSE,3,mixmodel_AR1_cal,0.7014,-0.04142750031157676,0.009818410394276632,0,10000
4,250,0,250,500,750,2,0,1,0.25,0.25,0.25,0.25,-0.125,-0.125,-0.125,-0.125,-0.125,stepwise_2,0.025,TRUE,50,NA,NA,FALSE,3,mixmodel_cal,0.4682,-0.09904816723972887,0.016702381797938915,0,10000
4,250,0,250,500,750,2,0,1,0.25,0.25,0.25,0.25,-0.125,-0.125,-0.125,-0.125,-0.125,stepwise_2,0.025,TRUE,50,NA,NA,FALSE,3,sepmodel,0.7966,9.863728196566127e-4,0.0081245134772459909,0,10000
4,250,0,250,500,750,2,0,1,0.25,0.25,0.25,0.25,-0.125,-0.125,-0.125,-0.125,-0.125,stepwise_2,0.025,TRUE,50,NA,NA,FALSE,4,fixmodel,0.8339,-5.297556426645185e-4,0.007188557942858492,0,10000
4,250,0,250,500,750,2,0,1,0.25,0.25,0.25,0.25,-0.125,-0.125,-0.125,-0.125,-0.125,stepwise_2,0.025,TRUE,50,NA,NA,FALSE,4,mixmodel,0.7085,-0.04191978156256461,0.009306636643525323,0,10000
4,250,0,250,500,750,2,0,1,0.25,0.25,0.25,0.25,-0.125,-0.125,-0.125,-0.125,-0.125,stepwise_2,0.025,TRUE,50,NA,NA,FALSE,4,mixmodel_AR1,0.7208,-0.03779682814695219,0.009248453372149206,0,10000
4,250,0,250,500,750,2,0,1,0.25,0.25,0.25,0.25,-0.125,-0.125,-0.125,-0.125,-0.125,stepwise_2,0.025,TRUE,50,NA,NA,FALSE,4,mixmodel_AR1_cal,0.6976,-0.04462460078401908,0.009944838488324228,0,10000
4,250,0,250,500,750,2,0,1,0.25,0.25,0.25,0.25,-0.125,-0.125,-0.125,-0.125,-0.125,stepwise_2,0.025,TRUE,50,NA,NA,FALSE,4,mixmodel_cal,0.4208,-0.11189521553263365,0.01913555113690809,0,10000
4,250,0,250,500,750,2,0,1,0.25,0.25,0.25,0.25,-0.125,-0.125,-0.125,-0.125,-0.125,stepwise_2,0.025,TRUE,50,NA,NA,FALSE,4,sepmodel,0.7958,-7.186589865406379e-4,0.00800880258219658,0,10000
4,250,0,250,500,750,2,0,1,0.25,0.25,0.25,0.25,-0.125,-0.125,-0.125,-0.125,-0.125,stepwise_2,0.025,TRUE,100,NA,NA,FALSE,2,fixmodel,0.8228,2.249981292360662e-4,0.007447202569642577,0,10000
4,250,0,250,500,750,2,0,1,0.25,0.25,0.25,0.25,-0.125,-0.125,-0.125,-0.125,-0.125,stepwise_2,0.025,TRUE,100,NA,NA,FALSE,2,mixmodel,0.7591,-0.021364514314447094,0.007984725695405237,0,10000
4,250,0,250,500,750,2,0,1,0.25,0.25,0.25,0.25,-0.125,-0.125,-0.125,-0.125,-0.125,stepwise_2,0.025,TRUE,100,NA,NA,FALSE,2,mixmodel_AR1,0.7421,-0.02768452233511328,0.008372964413300174,0,10000
4,250,0,250,500,750,2,0,1,0.25,0.25,0.25,0.25,-0.125,-0.125,-0.125,-0.125,-0.125,stepwise_2,0.025,TRUE,100,NA,NA,FALSE,2,mixmodel_AR1_cal,0.7532,-0.030718826985644137,0.008094560565523008,0,10000
4,250,0,250,500,750,2,0,1,0.25,0.25,0.25,0.25,-0.125,-0.125,-0.125,-0.125,-0.125,stepwise_2,0.025,TRUE,100,NA,NA,FALSE,2,mixmodel_cal,0.699,-0.044735253016517804,0.009012128474522575,0,10000
4,250,0,250,500,750,2,0,1,0.25,0.25,0.25,0.25,-0.125,-0.125,-0.125,-0.125,-0.125,stepwise_2,0.025,TRUE,100,NA,NA,FALSE,2,sepmodel,0.7928,-1.0603369756862213e-5,0.007997299010583762,0,10000
4,250,0,250,500,750,2,0,1,0.25,0.25,0.25,0.25,-0.125,-0.125,-0.125,-0.125,-0.125,stepwise_2,0.025,TRUE,100,NA,NA,FALSE,3,fixmodel,0.835,8.740340877759378e-4,0.007308803537172133,0,10000
4,250,0,250,500,750,2,0,1,0.25,0.25,0.25,0.25,-0.125,-0.125,-0.125,-0.125,-0.125,stepwise_2,0.025,TRUE,100,NA,NA,FALSE,3,mixmodel,0.727,-0.03392317226403026,0.00885906413679876,0,10000
4,250,0,250,500,750,2,0,1,0.25,0.25,0.25,0.25,-0.125,-0.125,-0.125,-0.125,-0.125,stepwise_2,0.025,TRUE,100,NA,NA,FALSE,3,mixmodel_AR1,0.7242,-0.03498751285551489,0.009158610629772884,0,10000
4,250,0,250,500,750,2,0,1,0.25,0.25,0.25,0.25,-0.125,-0.125,-0.125,-0.125,-0.125,stepwise_2,0.025,TRUE,100,NA,NA,FALSE,3,mixmodel_AR1_cal,0.7019,-0.041860421253832825,0.009583485610931839,0,10000
4,250,0,250,500,750,2,0,1,0.25,0.25,0.25,0.25,-0.125,-0.125,-0.125,-0.125,-0.125,stepwise_2,0.025,TRUE,100,NA,NA,FALSE,3,mixmodel_cal,0.5714,-0.07577764131612597,0.013160394655685262,0,10000
4,250,0,250,500,750,2,0,1,0.25,0.25,0.25,0.25,-0.125,-0.125,-0.125,-0.125,-0.125,stepwise_2,0.025,TRUE,100,NA,NA,FALSE,3,sepmodel,0.7949,4.1222518681080186e-4,0.00800142246170711,0,10000
4,250,0,250,500,750,2,0,1,0.25,0.25,0.25,0.25,-0.125,-0.125,-0.125,-0.125,-0.125,stepwise_2,0.025,TRUE,100,NA,NA,FALSE,4,fixmodel,0.8348,5.397859064857894e-4,0.007258140911354565,0,10000
4,250,0,250,500,750,2,0,1,0.25,0.25,0.25,0.25,-0.125,-0.125,-0.125,-0.125,-0.125,stepwise_2,0.025,TRUE,100,NA,NA,FALSE,4,mixmodel,0.7085,-0.04088780086520074,0.009308425144285364,0,10000
4,250,0,250,500,750,2,0,1,0.25,0.25,0.25,0.25,-0.125,-0.125,-0.125,-0.125,-0.125,stepwise_2,0.025,TRUE,100,NA,NA,FALSE,4,mixmodel_AR1,0.7227,-0.03655098592291001,0.00922735054865949,0,10000
4,250,0,250,500,750,2,0,1,0.25,0.25,0.25,0.25,-0.125,-0.125,-0.125,-0.125,-0.125,stepwise_2,0.025,TRUE,100,NA,NA,FALSE,4,mixmodel_AR1_cal,0.6943,-0.04485934852769968,0.009887917923933724,0,10000
4,250,0,250,500,750,2,0,1,0.25,0.25,0.25,0.25,-0.125,-0.125,-0.125,-0.125,-0.125,stepwise_2,0.025,TRUE,100,NA,NA,FALSE,4,mixmodel_cal,0.5261,-0.08774375343489951,0.014982740899346819,0,10000
4,250,0,250,500,750,2,0,1,0.25,0.25,0.25,0.25,-0.125,-0.125,-0.125,-0.125,-0.125,stepwise_2,0.025,TRUE,100,NA,NA,FALSE,4,sepmodel,0.796,2.8710018420073093e-4,0.008056924935529439,0,10000
4,250,0,250,500,750,2,0,1,0.25,0.25,0.25,0.25,0,0,0,0,0,stepwise_2,0.025,TRUE,25,NA,NA,FALSE,2,fixmodel,0.8252,6.416898279657865e-4,0.007353482804461396,0,10000
4,250,0,250,500,750,2,0,1,0.25,0.25,0.25,0.25,0,0,0,0,0,stepwise_2,0.025,TRUE,25,NA,NA,FALSE,2,mixmodel,0.8593,5.872419306474217e-4,0.006659951153592054,0,10000
