num_arms,n_arm,d1,d2,d3,d4,period_blocks,mu0,sigma,theta1,theta2,theta3,theta4,lambda0,lambda1,lambda2,lambda3,lambda4,trend,alpha,ncc,unit_size,n_wave,N_peak,ci,study_arm,model,reject_h0,bias,MSE,failed,nsim
4,250,0,250,500,750,2,0,1,0,0,0,0,-0.375,-0.375,-0.375,-0.375,-0.375,linear,0.025,TRUE,100,NA,NA,FALSE,4,mixmodel_AR1,0.011,-0.0449711909405468,0.009931069404639606,0,10000
4,250,0,250,500,750,2,0,1,0,0,0,0,-0.375,-0.375,-0.375,-0.375,-0.375,linear,0.025,TRUE,100,NA,NA,FALSE,4,mixmodel_AR1_cal,0.0097,-0.04373945184329384,0.009721469293803145,0,10000
4,250,0,250,500,750,2,0,1,0,0,0,0,-0.375,-0.375,-0.375,-0.375,-0.375,linear,0.025,TRUE,100,NA,NA,FALSE,4,mixmodel_cal,0.0019,-0.07809211341660183,0.012693689933178596,0,10000
4,250,0,250,500,750,2,0,1,0,0,0,0,-0.375,-0.375,-0.375,-0.375,-0.375,linear,0.025,TRUE,100,NA,NA,FALSE,4,sepmodel,0.0256,0.0022520888937688993,0.007895170194419841,0,10000
4,250,0,250,500,750,2,0,1,0,0,0,0,-0.25,-0.25,-0.25,-0.25,-0.25,linear,0.025,TRUE,25,NA,NA,FALSE,2,fixmodel,0.026,4.1838087518686e-4,0.007525450069616016,0,10000
4,250,0,250,500,750,2,0,1,0,0,0,0,-0.25,-0.25,-0.25,-0.25,-0.25,linear,0.025,TRUE,25,NA,NA,FALSE,2,mixmodel,0.0166,-0.018398234142338044,0.007375632729785136,0,10000
4,250,0,250,500,750,2,0,1,0,0,0,0,-0.25,-0.25,-0.25,-0.25,-0.25,linear,0.025,TRUE,25,NA,NA,FALSE,2,mixmodel_AR1,0.0147,-0.022723893590526824,0.007488579733969883,0,10000
4,250,0,250,500,750,2,0,1,0,0,0,0,-0.25,-0.25,-0.25,-0.25,-0.25,linear,0.025,TRUE,25,NA,NA,FALSE,2,mixmodel_AR1_cal,0.0145,-0.022760121679780847,0.00737406459573376,0,10000
4,250,0,250,500,750,2,0,1,0,0,0,0,-0.25,-0.25,-0.25,-0.25,-0.25,linear,0.025,TRUE,25,NA,NA,FALSE,2,mixmodel_cal,0.013,-0.026391680513775224,0.007414113087243701,0,10000
4,250,0,250,500,750,2,0,1,0,0,0,0,-0.25,-0.25,-0.25,-0.25,-0.25,linear,0.025,TRUE,25,NA,NA,FALSE,2,sepmodel,0.0283,6.369040509816896e-4,0.008060435000971394,0,10000
4,250,0,250,500,750,2,0,1,0,0,0,0,-0.25,-0.25,-0.25,-0.25,-0.25,linear,0.025,TRUE,25,NA,NA,FALSE,3,fixmodel,0.0259,-4.045599317880379e-4,0.007459546042111677,0,10000
4,250,0,250,500,750,2,0,1,0,0,0,0,-0.25,-0.25,-0.25,-0.25,-0.25,linear,0.025,TRUE,25,NA,NA,FALSE,3,mixmodel,0.0101,-0.035256803162278666,0.008188666101358382,0,10000
