num_arms,n_arm,d1,d2,d3,period_blocks,mu0,sigma,theta1,theta2,theta3,lambda0,lambda1,lambda2,lambda3,trend,alpha,timetrend,hypothesis,study_arm,model,reject_h0
3,3000,0,3000,7500,2,0,1,0.075,0,0,0.11250000000000002,0.11250000000000002,0.11250000000000002,0.11250000000000002,stepwise,0.025,EQ,H0,2,fixmodel,0.0243
3,3000,0,3000,7500,2,0,1,0.075,0,0,0.11250000000000002,0.11250000000000002,0.11250000000000002,0.11250000000000002,stepwise,0.025,EQ,H0,2,fixmodel_cal,0.0244
3,3000,0,3000,7500,2,0,1,0.075,0,0,0.11250000000000002,0.11250000000000002,0.11250000000000002,0.11250000000000002,stepwise,0.025,EQ,H0,2,mixmodel,0.0309
3,3000,0,3000,7500,2,0,1,0.075,0,0,0.11250000000000002,0.11250000000000002,0.11250000000000002,0.11250000000000002,stepwise,0.025,EQ,H0,2,mixmodel_cal,0.2704
3,3000,0,3000,7500,2,0,1,0.075,0,0,0.11250000000000002,0.11250000000000002,0.11250000000000002,0.11250000000000002,stepwise,0.025,EQ,H0,2,sepmodel,0.0255
3,3000,0,3000,7500,2,0,1,0.075,0,0,0.11250000000000002,0.11250000000000002,0.11250000000000002,0.11250000000000002,stepwise,0.025,EQ,H0,3,fixmodel,0.0241
3,3000,0,3000,7500,2,0,1,0.075,0,0,0.11250000000000002,0.11250000000000002,0.11250000000000002,0.11250000000000002,stepwise,0.025,EQ,H0,3,fixmodel_cal,0.0241
3,3000,0,3000,7500,2,0,1,0.075,0,0,0.11250000000000002,0.11250000000000002,0.11250000000000002,0.11250000000000002,stepwise,0.025,EQ,H0,3,mixmodel,0.0324
3,3000,0,3000,7500,2,0,1,0.075,0,0,0.11250000000000002,0.11250000000000002,0.11250000000000002,0.11250000000000002,stepwise,0.025,EQ,H0,3,mixmodel_cal,0.5026
3,3000,0,3000,7500,2,0,1,0.075,0,0,0.11250000000000002,0.11250000000000002,0.11250000000000002,0.11250000000000002,stepwise,0.025,EQ,H0,3,sepmodel,0.0242
3,3000,0,3000,7500,2,0,1,0.075,0,0,0.15,0.15,0.15,0.15,stepwise,0.025,EQ,H0,2,fixmodel,0.0265
3,3000,0,3000,7500,2,0,1,0.075,0,0,0.15,0.15,0.15,0.15,stepwise,0.025,EQ,H0,2,fixmodel_cal,0.0265
3,3000,0,3000,7500,2,0,1,0.075,0,0,0.15,0.15,0.15,0.15,stepwise,0.025,EQ,H0,2,mixmodel,0.0313
3,3000,0,3000,7500,2,0,1,0.075,0,0,0.15,0.15,0.15,0.15,stepwise,0.025,EQ,H0,2,mixmodel_cal,0.2224
3,3000,0,3000,7500,2,0,1,0.075,0,0,0.15,0.15,0.15,0.15,stepwise,0.025,EQ,H0,2,sepmodel,0.0269
3,3000,0,3000,7500,2,0,1,0.075,0,0,0.15,0.15,0.15,0.15,stepwise,0.025,EQ,H0,3,fixmodel,0.024
3,3000,0,3000,7500,2,0,1,0.075,0,0,0.15,0.15,0.15,0.15,stepwise,0.025,EQ,H0,3,fixmodel_cal,0.0242
3,3000,0,3000,7500,2,0,1,0.075,0,0,0.15,0.15,0.15,0.15,stepwise,0.025,EQ,H0,3,mixmodel,0.0301
3,3000,0,3000,7500,2,0,1,0.075,0,0,0.15,0.15,0.15,0.15,stepwise,0.025,EQ,H0,3,mixmodel_cal,0.377
3,3000,0,3000,7500,2,0,1,0.075,0,0,0.15,0.15,0.15,0.15,stepwise,0.025,EQ,H0,3,sepmodel,0.0263
