num_arms,n_arm,d1,d2,d3,period_blocks,mu0,sigma,theta1,theta2,theta3,lambda0,lambda1,lambda2,lambda3,trend,alpha,timetrend,hypothesis,study_arm,model,reject_h0
3,3000,0,3000,7500,2,0,1,0.075,0.075,0.075,0.07499999999999998,0.07499999999999998,0.07499999999999998,0.07499999999999998,stepwise,0.025,EQ,H1,2,mixmodel,0.8729
3,3000,0,3000,7500,2,0,1,0.075,0.075,0.075,0.07499999999999998,0.07499999999999998,0.07499999999999998,0.07499999999999998,stepwise,0.025,EQ,H1,2,mixmodel_cal,0.9885
3,3000,0,3000,7500,2,0,1,0.075,0.075,0.075,0.07499999999999998,0.07499999999999998,0.07499999999999998,0.07499999999999998,stepwise,0.025,EQ,H1,2,sepmodel,0.8204
3,3000,0,3000,7500,2,0,1,0.075,0.075,0.075,0.07499999999999998,0.07499999999999998,0.07499999999999998,0.07499999999999998,stepwise,0.025,EQ,H1,3,fixmodel,0.8508
3,3000,0,3000,7500,2,0,1,0.075,0.075,0.075,0.07499999999999998,0.07499999999999998,0.07499999999999998,0.07499999999999998,stepwise,0.025,EQ,H1,3,fixmodel_cal,0.8511
3,3000,0,3000,7500,2,0,1,0.075,0.075,0.075,0.07499999999999998,0.07499999999999998,0.07499999999999998,0.07499999999999998,stepwise,0.025,EQ,H1,3,mixmodel,0.8861
3,3000,0,3000,7500,2,0,1,0.075,0.075,0.075,0.07499999999999998,0.07499999999999998,0.07499999999999998,0.07499999999999998,stepwise,0.025,EQ,H1,3,mixmodel_cal,0.9989
3,3000,0,3000,7500,2,0,1,0.075,0.075,0.075,0.07499999999999998,0.07499999999999998,0.07499999999999998,0.07499999999999998,stepwise,0.025,EQ,H1,3,sepmodel,0.8227
3,3000,0,3000,7500,2,0,1,0.075,0.075,0.075,0.11250000000000002,0.11250000000000002,0.11250000000000002,0.11250000000000002,stepwise,0.025,EQ,H1,2,fixmodel,0.8581
3,3000,0,3000,7500,2,0,1,0.075,0.075,0.075,0.11250000000000002,0.11250000000000002,0.11250000000000002,0.11250000000000002,stepwise,0.025,EQ,H1,2,fixmodel_cal,0.8579
3,3000,0,3000,7500,2,0,1,0.075,0.075,0.075,0.11250000000000002,0.11250000000000002,0.11250000000000002,0.11250000000000002,stepwise,0.025,EQ,H1,2,mixmodel,0.8758
3,3000,0,3000,7500,2,0,1,0.075,0.075,0.075,0.11250000000000002,0.11250000000000002,0.11250000000000002,0.11250000000000002,stepwise,0.025,EQ,H1,2,mixmodel_cal,0.9881
3,3000,0,3000,7500,2,0,1,0.075,0.075,0.075,0.11250000000000002,0.11250000000000002,0.11250000000000002,0.11250000000000002,stepwise,0.025,EQ,H1,2,sepmodel,0.8304
3,3000,0,3000,7500,2,0,1,0.075,0.075,0.075,0.11250000000000002,0.11250000000000002,0.11250000000000002,0.11250000000000002,stepwise,0.025,EQ,H1,3,fixmodel,0.852
3,3000,0,3000,7500,2,0,1,0.075,0.075,0.075,0.11250000000000002,0.11250000000000002,0.11250000000000002,0.11250000000000002,stepwise,0.025,EQ,H1,3,fixmodel_cal,0.8519
3,3000,0,3000,7500,2,0,1,0.075,0.075,0.075,0.11250000000000002,0.11250000000000002,0.11250000000000002,0.11250000000000002,stepwise,0.025,EQ,H1,3,mixmodel,0.8785
3,3000,0,3000,7500,2,0,1,0.075,0.075,0.075,0.11250000000000002,0.11250000000000002,0.11250000000000002,0.11250000000000002,stepwise,0.025,EQ,H1,3,mixmodel_cal,0.999
3,3000,0,3000,7500,2,0,1,0.075,0.075,0.075,0.11250000000000002,0.11250000000000002,0.11250000000000002,0.11250000000000002,stepwise,0.025,EQ,H1,3,sepmodel,0.8244
3,3000,0,3000,7500,2,0,1,0.075,0.075,0.075,0.15,0.15,0.15,0.15,stepwise,0.025,EQ,H1,2,fixmodel,0.8495
3,3000,0,3000,7500,2,0,1,0.075,0.075,0.075,0.15,0.15,0.15,0.15,stepwise,0.025,EQ,H1,2,fixmodel_cal,0.8495
3,3000,0,3000,7500,2,0,1,0.075,0.075,0.075,0.15,0.15,0.15,0.15,stepwise,0.025,EQ,H1,2,mixmodel,0.8635
3,3000,0,3000,7500,2,0,1,0.075,0.075,0.075,0.15,0.15,0.15,0.15,stepwise,0.025,EQ,H1,2,mixmodel_cal,0.9858
3,3000,0,3000,7500,2,0,1,0.075,0.075,0.075,0.15,0.15,0.15,0.15,stepwise,0.025,EQ,H1,2,sepmodel,0.8251
3,3000,0,3000,7500,2,0,1,0.075,0.075,0.075,0.15,0.15,0.15,0.15,stepwise,0.025,EQ,H1,3,fixmodel,0.8558
3,3000,0,3000,7500,2,0,1,0.075,0.075,0.075,0.15,0.15,0.15,0.15,stepwise,0.025,EQ,H1,3,fixmodel_cal,0.8562
3,3000,0,3000,7500,2,0,1,0.075,0.075,0.075,0.15,0.15,0.15,0.15,stepwise,0.025,EQ,H1,3,mixmodel,0.8732
3,3000,0,3000,7500,2,0,1,0.075,0.075,0.075,0.15,0.15,0.15,0.15,stepwise,0.025,EQ,H1,3,mixmodel_cal,0.9946
3,3000,0,3000,7500,2,0,1,0.075,0.075,0.075,0.15,0.15,0.15,0.15,stepwise,0.025,EQ,H1,3,sepmodel,0.8278
